sgRNA	gene	CRISPR_C6596596.sample	ERS717283.plasmid
ATP6V1G3_CCDS1395.1_ex1_1:198498236-198498259:+_6-3	ATP6V1G3	452	357
EPB41_CCDS330.1_ex4_1:29344861-29344884:-_5-4	EPB41	439	296
PIP4K2C_CCDS53808.1_ex0_12:57985224-57985247:+_5-2	PIP4K2C	63	86
DNAJB13_CCDS8227.1_ex4_11:73677231-73677254:+_5-5	DNAJB13	543	480
NHSL1_CCDS47487.1_ex2_6:138754493-138754516:+_5-4	NHSL1	231	116
RHOU_CCDS1575.1_ex0_1:228871622-228871645:-_5-1	RHOU	1774	1028
CAPRIN2_CCDS41766.2_ex14_12:30888022-30888045:-_5-2	CAPRIN2	432	239
ALDH7A1_CCDS4137.2_ex12_5:125912809-125912832:+_5-1	ALDH7A1	878	514
USP37_CCDS2418.1_ex19_2:219411716-219411739:-_5-2	USP37	271	305
SMAD2_CCDS11934.1_ex8_18:45396872-45396895:-_5-4	SMAD2	141	84
PCDHGA8_CCDS47291.1_ex0_5:140773743-140773766:-_5-5	PCDHGA8	357	289
UBE2O_CCDS32742.1_ex17_17:74448835-74448858:-_5-4	UBE2O	607	570
IRF3_CCDS12775.1_ex1_19:50164053-50164076:+_9-2	IRF3	1032	874
ANAPC7_CCDS44971.1_ex9_12:110841407-110841430:-_5-5	ANAPC7	256	360
MCOLN1_CCDS12180.1_ex1_19:7589971-7589994:+_5-1	MCOLN1	867	442
TPP1_CCDS7770.1_ex7_11:6638266-6638289:+_5-3	TPP1	371	241
RABL6_CCDS48058.1_ex3_9:139722958-139722981:+_5-2	RABL6	216	163
ACSL4_CCDS14548.1_ex9_X:108921520-108921543:-_5-2	ACSL4	237	281
SUMF2_CCDS43588.2_ex4_7:56144560-56144583:+_11-9	SUMF2	1068	967
POLR1B_CCDS2097.1_ex9_2:113321967-113321990:-_5-5	POLR1B	421	807
ATP6V0D1_CCDS10838.1_ex6_16:67487522-67487545:-_5-4	ATP6V0D1	3	257
ARGLU1_CCDS41906.1_ex2_13:107211868-107211891:-_5-1	ARGLU1	47	240
SERBP1_CCDS30746.1_ex6_1:67891865-67891888:+_5-3	SERBP1	927	564
GJB6_CCDS9291.1_ex0_13:20797293-20797316:-_5-3	GJB6	522	537
UBR4_CCDS189.1_ex99_1:19524236-19524259:+_5-4	UBR4	210	337
LCN8_CCDS35183.1_ex5_9:139651514-139651537:+_5-5	LCN8	637	675
SLC39A8_CCDS3656.1_ex5_4:103228690-103228713:+_5-3	SLC39A8	429	331
CCDC66_CCDS33770.2_ex2_3:56600993-56601016:-_5-3	CCDC66	18	9
NDUFS4_CCDS3960.1_ex2_5:52942059-52942082:+_5-2	NDUFS4	1	9
FAM26F_CCDS34519.1_ex0_6:116783458-116783481:+_9-3	FAM26F	909	778
C17orf47_CCDS32691.1_ex1_17:56620861-56620884:+_5-2	C17orf47	202	256
FRG2B_CCDS44502.1_ex0_10:135439026-135439049:+_1-1	FRG2B	563	584
FAM32A_CCDS12341.1_ex1_19:16296521-16296544:-_5-3	FAM32A	295	751
CEP44_CCDS34106.1_ex3_4:175225493-175225516:+_5-4	CEP44	822	498
RPL35_CCDS6858.1_ex2_9:127623690-127623713:+_5-4	RPL35	26	174
NPC2_CCDS32121.1_ex2_14:74951266-74951289:-_5-4	NPC2	211	177
DUSP21_CCDS14264.1_ex0_X:44703635-44703658:-_5-4	DUSP21	225	200
ZNF407_CCDS45885.1_ex0_18:72344220-72344243:-_5-4	ZNF407	159	286
HLA-DRA_CCDS4750.1_ex1_6:32410262-32410285:-_5-1	HLA-DRA	1181	1020
SWSAP1_CCDS12259.1_ex0_19:11485564-11485587:-_5-3	SWSAP1	1029	894
ZNF257_CCDS46030.1_ex3_19:22271345-22271368:-_5-5	ZNF257	0	0
MAGI2_CCDS5594.1_ex12_7:77885537-77885560:+_5-2	MAGI2	703	655
OTOF_CCDS1724.1_ex25_2:26700146-26700169:-_5-5	OTOF	287	269
UBE2F_CCDS2523.1_ex3_2:238925250-238925273:+_5-3	UBE2F	595	410
KDM5C_CCDS14351.1_ex11_X:53228157-53228180:+_5-2	KDM5C	559	553
GPATCH11_CCDS1785.3_ex6_2:37321250-37321273:+_8-8	GPATCH11	409	293
PSRC1_CCDS30791.1_ex4_1:109824625-109824648:-_5-5	PSRC1	385	444
CNTN2_CCDS1449.1_ex6_1:205030379-205030402:-_5-3	CNTN2	33	71
C9orf163_CCDS7001.1_ex0_9:139379179-139379202:-_5-5	C9orf163	784	632
PLAGL2_CCDS13197.1_ex0_20:30785121-30785144:-_5-3	PLAGL2	137	171
PDXDC1_CCDS32393.1_ex16_16:15125733-15125756:+_5-4	PDXDC1	569	388
GOT2_CCDS10801.1_ex8_16:58757780-58757803:-_5-5	GOT2	350	370
GABPA_CCDS13575.1_ex4_21:27130404-27130427:-_5-5	GABPA	244	380
SYTL2_CCDS31649.1_ex12_11:85445682-85445705:+_16-13	SYTL2	824	447
CD8B_CCDS1994.1_ex3_2:87085441-87085464:+_5-5	CD8B	502	364
CACNA2D2_CCDS33763.1_ex33_3:50425012-50425035:-_5-5	CACNA2D2	349	362
ZNF354B_CCDS4439.1_ex3_5:178310456-178310479:-_5-5	ZNF354B	333	167
SELL_CCDS53427.1_ex6_1:169677575-169677598:-_5-1	SELL	252	276
C1QTNF8_CCDS32358.1_ex0_16:1143908-1143931:+_5-3	C1QTNF8	990	598
CRISP3_CCDS4929.2_ex4_6:49703237-49703260:+_5-2	CRISP3	441	365
SLC35B2_CCDS34462.1_ex0_6:44223027-44223050:-_5-1	SLC35B2	508	426
SSBP3_CCDS30726.1_ex15_1:54870521-54870544:+_5-5	SSBP3	358	233
IGFL3_CCDS33058.1_ex1_19:46627299-46627322:-_5-1	IGFL3	48	76
F7_CCDS9528.1_ex6_13:113771072-113771095:+_5-5	F7	16	76
NUDT16_CCDS3070.2_ex1_3:131101043-131101066:-_7-3	NUDT16	1394	896
CRYL1_CCDS41871.1_ex3_13:21006365-21006388:-_5-3	CRYL1	583	524
EFR3A_CCDS34942.2_ex8_8:132980607-132980630:-_5-3	EFR3A	313	493
RXRA_CCDS35172.1_ex3_9:137300794-137300817:+_5-3	RXRA	424	548
CBLN4_CCDS13448.1_ex1_20:54575878-54575901:+_5-1	CBLN4	359	306
ETNK1_CCDS41760.1_ex0_12:22778362-22778385:-_5-2	ETNK1	413	594
NSUN4_CCDS534.1_ex2_1:46812601-46812624:-_5-4	NSUN4	643	541
AOC2_CCDS11443.1_ex0_17:40997526-40997549:-_5-4	AOC2	458	419
DNAJB4_CCDS684.1_ex1_1:78478776-78478799:-_5-3	DNAJB4	369	311
KDELC2_CCDS41711.1_ex4_11:108352880-108352903:+_5-1	KDELC2	662	370
C7orf49_CCDS5838.2_ex0_7:134851566-134851589:+_7-4	C7orf49	622	456
TBC1D12_CCDS41553.1_ex0_10:96162681-96162704:+_5-2	TBC1D12	1259	1001
TPTE2_CCDS45013.1_ex6_13:20012245-20012268:+_5-1	TPTE2	96	115
RCBTB2_CCDS9411.1_ex7_13:49086280-49086303:+_5-4	RCBTB2	170	133
ARL4C_CCDS2512.1_ex0_2:235404941-235404964:-_5-3	ARL4C	914	706
AMFR_CCDS10758.1_ex12_16:56448164-56448187:+_5-4	AMFR	463	504
DCAF5_CCDS32106.1_ex0_14:69522171-69522194:-_5-3	DCAF5	930	762
MUC16_CCDS54212.1_ex83_19:9084424-9084447:+_5-5	MUC16	565	481
MBD3L1_CCDS12209.1_ex0_19:8953500-8953523:+_5-3	MBD3L1	341	371
MST1R_CCDS2807.1_ex19_3:49940922-49940945:+_5-5	MST1R	645	567
IL1RAP_CCDS3298.1_ex1_3:190322109-190322132:-_5-3	IL1RAP	579	561
KIAA0247_CCDS9796.1_ex2_14:70171349-70171372:-_5-5	KIAA0247	400	402
SIAH1_CCDS10735.1_ex0_16:48395860-48395883:-_5-1	SIAH1	301	172
SH2D1A_CCDS14608.1_ex0_X:123480566-123480589:+_5-1	SH2D1A	444	372
FITM1_CCDS9611.1_ex0_14:24600926-24600949:+_5-2	FITM1	1189	791
CCDC160_CCDS48171.1_ex0_X:133378935-133378958:+_5-1	CCDC160	232	347
RPF1_CCDS695.1_ex0_1:84945151-84945174:+_5-2	RPF1	183	673
RAB3D_CCDS12257.1_ex3_19:11447865-11447888:-_5-3	RAB3D	422	471
BBIP1_CCDS55728.1_ex2_10:112667436-112667459:-_10-7	BBIP1	481	380
LRIG3_CCDS44933.1_ex14_12:59283889-59283912:-_5-5	LRIG3	401	235
CCL14_CCDS32624.1_ex1_17:34311471-34311494:+_6-5	CCL14	560	422
ACN9_CCDS5648.1_ex0_7:96747103-96747126:+_5-1	ACN9	577	566
KRT13_CCDS11396.1_ex7_17:39661667-39661690:+_5-4	KRT13	847	838
ELMO1_CCDS5449.1_ex5_7:36934493-36934516:-_10-5	ELMO1	871	531
UBE2A_CCDS14580.1_ex4_X:118716554-118716577:+_5-5	UBE2A	153	181
KIAA1671_CCDS46676.1_ex2_22:25435114-25435137:-_5-4	KIAA1671	340	279
ZNF708_CCDS32980.1_ex0_19:21477377-21477400:-_5-3	ZNF708	163	162
RCAN3_CCDS254.1_ex1_1:24857859-24857882:+_10-6	RCAN3	275	148
PKHD1L1_CCDS47911.1_ex40_8:110463347-110463370:-_5-5	PKHD1L1	621	381
SCUBE2_CCDS53599.1_ex9_11:9080936-9080959:+_5-2	SCUBE2	1163	991
PROC_CCDS2145.1_ex4_2:128180863-128180886:+_5-3	PROC	866	719
SLC51A_CCDS3314.1_ex3_3:195954566-195954589:+_5-4	SLC51A	1785	1360
MS4A4A_CCDS58135.1_ex1_11:60059786-60059809:+_5-1	MS4A4A	123	122
HESX1_CCDS2881.1_ex2_3:57232822-57232845:-_5-2	HESX1	52	50
SLC2A4_CCDS11097.1_ex4_17:7187356-7187379:-_5-2	SLC2A4	1144	1092
GSC_CCDS9930.1_ex1_14:95235432-95235455:-_5-1	GSC	1300	998
RANBP17_CCDS34287.1_ex12_5:170380699-170380722:-_5-5	RANBP17	293	306
KAT7_CCDS11554.1_ex4_17:47882770-47882793:-_5-1	KAT7	29	47
ATF3_CCDS1506.1_ex1_1:212791469-212791492:+_11-7	ATF3	155	126
CPED1_CCDS34739.1_ex7_7:120765931-120765954:-_5-5	CPED1	492	360
DNMT3A_CCDS1718.2_ex16_2:25470904-25470927:-_10-5	DNMT3A	495	428
TUBGCP3_CCDS66584.1_ex13_13:113208372-113208395:+_5-2	TUBGCP3	117	416
TMEM9B_CCDS66021.1_ex1_11:8974772-8974795:+_7-1	TMEM9B	425	385
FAM24A_CCDS31304.1_ex1_10:124672265-124672288:+_5-2	FAM24A	208	211
DIMT1_CCDS3981.1_ex10_5:61699153-61699176:-_5-5	DIMT1	252	394
RNF24_CCDS13074.1_ex1_20:3915644-3915667:+_6-1	RNF24	389	241
FAM221B_CCDS43799.2_ex5_9:35825876-35825899:+_5-4	FAM221B	119	109
IGF2_CCDS44517.1_ex1_11:2154858-2154881:-_5-4	IGF2	974	659
FCER1A_CCDS1184.1_ex2_1:159273777-159273800:+_5-2	FCER1A	1	12
ZNF81_CCDS43933.1_ex1_X:47747462-47747485:+_5-1	ZNF81	471	376
TET1_CCDS7281.1_ex2_10:70405368-70405391:+_5-5	TET1	782	641
DMD_CCDS14233.1_ex21_X:31497108-31497131:-_16-8	DMD	98	156
KIF18B_CCDS45709.2_ex13_17:43012680-43012703:+_5-3	KIF18B	768	770
PIK3AP1_CCDS31259.1_ex12_10:98411277-98411300:+_5-3	PIK3AP1	511	598
ESPL1_CCDS8852.1_ex1_12:53663309-53663332:-_5-3	ESPL1	35	587
TIMM44_CCDS12192.1_ex7_19:7998799-7998822:+_5-1	TIMM44	266	713
DACT2_CCDS47519.1_ex2_6:168711945-168711968:-_5-4	DACT2	594	442
MGEA5_CCDS44471.1_ex8_10:103563728-103563751:-_5-3	MGEA5	457	365
IDUA_CCDS3343.1_ex5_4:995477-995500:+_5-2	IDUA	858	561
GLO1_CCDS4837.1_ex3_6:38652245-38652268:+_5-3	GLO1	14	4
BRCA1_CCDS11453.1_ex14_17:41247875-41247898:+_5-1	BRCA1	439	365
EXOG_CCDS2680.1_ex2_3:38542913-38542936:+_5-2	EXOG	10	33
RNASE3_CCDS9560.1_ex0_14:21359964-21359987:-_5-2	RNASE3	627	608
CACNA1E_CCDS53443.1_ex19_1:181701988-181702011:+_5-3	CACNA1E	593	417
TAF1C_CCDS32496.1_ex4_16:84215007-84215030:+_5-4	TAF1C	175	341
HSPA6_CCDS1231.1_ex0_1:161495445-161495468:+_5-5	HSPA6	861	678
VPS54_CCDS33208.1_ex15_2:64176196-64176219:-_5-2	VPS54	60	91
TUBAL3_CCDS53491.1_ex1_10:5437347-5437370:-_5-3	TUBAL3	487	411
RIPK1_CCDS4482.1_ex0_6:3077208-3077231:-_5-1	RIPK1	710	469
RABGAP1_CCDS6848.2_ex8_9:125760995-125761018:-_5-4	RABGAP1	446	289
B9D1_CCDS11205.1_ex2_17:19250606-19250629:+_5-1	B9D1	140	187
HINT2_CCDS6594.1_ex2_9:35813460-35813483:+_5-1	HINT2	497	434
SCN4B_CCDS8389.1_ex2_11:118014700-118014723:-_10-7	SCN4B	491	380
NDUFB5_CCDS3234.1_ex0_3:179322698-179322721:-_5-2	NDUFB5	448	386
IGFL4_CCDS33057.1_ex1_19:46543470-46543493:+_5-1	IGFL4	503	423
GMEB1_CCDS327.1_ex0_1:29010238-29010261:-_5-1	GMEB1	1403	1079
FOLH1_CCDS31493.1_ex8_11:49194961-49194984:-_11-2	FOLH1	267	281
MRPL34_CCDS12356.1_ex1_19:17417085-17417108:+_5-5	MRPL34	335	371
CCT7_CCDS42696.1_ex4_2:73477467-73477490:+_5-4	CCT7	87	687
HAND2_CCDS3819.1_ex1_4:174450302-174450325:-_5-5	HAND2	1108	937
RAB1A_CCDS46306.1_ex2_2:65318131-65318154:+_7-4	RAB1A	201	128
DZANK1_CCDS46582.1_ex10_20:18396078-18396101:-_5-1	DZANK1	567	441
TMEM116_CCDS55886.1_ex2_12:112371698-112371721:+_5-1	TMEM116	626	320
LMBR1_CCDS5945.1_ex11_7:156556461-156556484:+_5-3	LMBR1	847	607
ZNF563_CCDS12270.1_ex0_19:12430359-12430382:-_5-2	ZNF563	967	999
EWSR1_CCDS13851.1_ex3_22:29669805-29669828:-_5-2	EWSR1	316	355
SPATA12_CCDS2879.1_ex0_3:57107829-57107852:-_5-1	SPATA12	331	303
LIPT2_CCDS44679.1_ex1_11:74204429-74204452:+_5-2	LIPT2	283	223
MATN4_CCDS13348.1_ex7_20:43932929-43932952:+_5-1	MATN4	487	616
SHF_CCDS10120.2_ex5_15:45470487-45470510:+_5-1	SHF	424	458
PRDM6_CCDS47259.1_ex1_5:122435374-122435397:+_5-5	PRDM6	895	560
PHTF2_CCDS47621.1_ex4_7:77531112-77531135:+_5-2	PHTF2	240	323
CLDN2_CCDS14524.1_ex0_X:106171860-106171883:-_5-4	CLDN2	326	265
ZNF469_CCDS45544.1_ex0_16:88496815-88496838:-_5-2	ZNF469	1018	672
SSTR5_CCDS10429.1_ex0_16:1129323-1129346:-_5-3	SSTR5	768	653
INTS3_CCDS1052.1_ex3_1:153719529-153719552:+_5-1	INTS3	19	395
GATS_CCDS43621.1_ex2_7:99831238-99831261:-_5-3	GATS	187	170
TNNI2_CCDS31333.1_ex3_11:1861847-1861870:-_5-2	TNNI2	733	621
SMARCE1_CCDS11370.1_ex7_17:38798742-38798765:-_5-5	SMARCE1	254	193
INSL4_CCDS6459.1_ex1_9:5233665-5233688:-_5-4	INSL4	71	17
RAE1_CCDS13458.1_ex2_20:55931544-55931567:+_5-4	RAE1	147	417
DBNL_CCDS34622.1_ex7_7:44098057-44098080:+_5-4	DBNL	358	262
MTFR1_CCDS55240.1_ex3_8:66619315-66619338:-_5-4	MTFR1	579	623
GMCL1_CCDS1895.1_ex0_2:70057276-70057299:-_5-4	GMCL1	885	677
LTK_CCDS10077.1_ex17_15:41804987-41805010:-_5-5	LTK	908	646
CA4_CCDS11624.1_ex3_17:58234874-58234897:-_5-4	CA4	616	457
GIPC2_CCDS685.1_ex0_1:78511981-78512004:-_5-2	GIPC2	480	443
UTRN_CCDS34547.1_ex27_6:144808703-144808726:-_5-4	UTRN	863	758
EIF3CL_CCDS42136.1_ex17_16:28412553-28412576:-_5-4	EIF3CL	298	1096
LPAR2_CCDS12407.1_ex1_19:19737791-19737814:+_5-4	LPAR2	675	591
RHCE_CCDS30634.1_ex4_1:25729221-25729244:+_6-3	RHCE	512	463
TCERG1L_CCDS7662.2_ex9_10:133106550-133106573:+_5-4	TCERG1L	5	6
TMEM229A_CCDS47694.1_ex0_7:123672691-123672714:+_5-3	TMEM229A	0	1
COX14_CCDS8800.1_ex0_12:50513909-50513932:-_2-1	COX14	522	362
SERINC3_CCDS13333.1_ex6_20:43139962-43139985:+_5-3	SERINC3	248	132
LILRA1_CCDS12901.1_ex2_19:55106353-55106376:+_5-3	LILRA1	521	667
UBA7_CCDS2805.1_ex21_3:49850713-49850736:+_5-5	UBA7	681	722
SLC6A16_CCDS42590.1_ex8_19:49813389-49813412:-_5-3	SLC6A16	655	446
PPP1R14A_CCDS12509.1_ex2_19:38743528-38743551:-_6-4	PPP1R14A	298	363
DAGLA_CCDS31578.1_ex1_11:61488180-61488203:+_5-1	DAGLA	636	496
LAMTOR5_CCDS824.1_ex3_1:110950381-110950404:-_5-5	LAMTOR5	123	96
TNC_CCDS6811.1_ex25_9:117849276-117849299:-_5-3	TNC	396	349
ANKRD35_CCDS919.1_ex4_1:145558238-145558261:+_5-2	ANKRD35	676	602
RABEP2_CCDS42140.1_ex8_16:28925878-28925901:+_5-5	RABEP2	291	271
SEMA4B_CCDS45347.1_ex1_15:90760754-90760777:-_5-1	SEMA4B	637	611
RBM34_CCDS41477.2_ex7_1:235318328-235318351:+_5-2	RBM34	161	107
GFRA3_CCDS4201.1_ex6_5:137599950-137599973:+_5-3	GFRA3	489	417
ECD_CCDS44433.1_ex7_10:74914057-74914080:+_5-1	ECD	172	232
REL_CCDS1864.1_ex4_2:61144121-61144144:-_5-2	REL	279	224
ELTD1_CCDS41352.1_ex12_1:79412058-79412081:+_5-4	ELTD1	621	507
DLX3_CCDS11556.1_ex2_17:48072144-48072167:-_5-3	DLX3	358	151
PATE3_CCDS44764.1_ex2_11:125660382-125660405:-_5-5	PATE3	41	56
CDKN2C_CCDS555.1_ex1_1:51439591-51439614:+_5-3	CDKN2C	346	323
SNRNP48_CCDS4502.1_ex0_6:7590581-7590604:+_5-1	SNRNP48	376	691
WSB1_CCDS11220.1_ex3_17:25631881-25631904:-_5-1	WSB1	1333	1042
VPS8_CCDS46971.1_ex11_3:184571949-184571972:-_5-2	VPS8	443	435
CARD10_CCDS13948.1_ex19_22:37914972-37914995:+_5-3	CARD10	771	665
MYC_CCDS6359.2_ex1_8:128751065-128751088:+_5-4	MYC	59	750
EFEMP1_CCDS1857.1_ex7_2:56145140-56145163:+_5-5	EFEMP1	453	469
H6PD_CCDS101.1_ex3_1:9323639-9323662:+_5-5	H6PD	414	296
BAX_CCDS12742.1_ex3_19:49459469-49459492:+_5-1	BAX	629	632
SHISA2_CCDS31951.1_ex0_13:26621096-26621119:-_5-1	SHISA2	574	534
HTR5A_CCDS5936.1_ex0_7:154862856-154862879:-_5-2	HTR5A	381	362
CHMP3_CCDS33236.1_ex1_2:86734670-86734693:-_6-3	CHMP3	362	215
RFPL2_CCDS43009.2_ex3_22:32598338-32598361:+_7-7	RFPL2	350	368
HOMER3_CCDS12391.1_ex6_19:19049189-19049212:-_5-3	HOMER3	616	565
KIAA0391_CCDS32063.1_ex0_14:35592621-35592644:+_11-1	KIAA0391	586	547
ARHGAP44_CCDS45616.1_ex3_17:12812234-12812257:+_5-1	ARHGAP44	729	524
AGO2_CCDS55279.1_ex10_8:141567216-141567239:-_5-3	AGO2	172	383
GBP7_CCDS720.1_ex5_1:89616096-89616119:+_5-4	GBP7	147	153
HOXC9_CCDS8869.1_ex0_12:54394191-54394214:+_5-3	HOXC9	568	422
D2HGDH_CCDS33426.1_ex3_2:242683149-242683172:+_5-4	D2HGDH	679	630
KIAA1468_CCDS11979.2_ex0_18:59855002-59855025:-_5-1	KIAA1468	682	474
OGDHL_CCDS44390.1_ex16_10:50958917-50958940:-_5-4	OGDHL	464	264
PPP1R2_CCDS3309.1_ex3_3:195251648-195251671:+_5-2	PPP1R2	485	469
MAB21L3_CCDS886.1_ex1_1:116663660-116663683:-_5-1	MAB21L3	395	276
GBF1_CCDS7533.1_ex9_10:104119137-104119160:+_5-2	GBF1	105	413
CA13_CCDS6236.1_ex2_8:86171639-86171662:+_5-2	CA13	704	593
NDST3_CCDS3708.1_ex3_4:119059204-119059227:+_5-4	NDST3	491	303
UNC5A_CCDS34299.1_ex6_5:176300996-176301019:+_5-4	UNC5A	932	803
TBRG4_CCDS5501.1_ex8_7:45145053-45145076:+_5-1	TBRG4	665	722
KNSTRN_CCDS42021.1_ex1_15:40675457-40675480:-_5-3	KNSTRN	119	153
TAF7L_CCDS35347.1_ex5_X:100533087-100533110:-_5-1	TAF7L	393	325
SLC16A10_CCDS5089.1_ex2_6:111498514-111498537:+_5-4	SLC16A10	449	352
SUZ12_CCDS11270.1_ex6_17:30302560-30302583:+_5-2	SUZ12	97	76
FCGR1A_CCDS933.1_ex3_1:149760130-149760153:+_5-4	FCGR1A	208	432
GDPD1_CCDS11616.1_ex2_17:57322855-57322878:+_5-2	GDPD1	176	151
TMEM132A_CCDS44618.1_ex2_11:60695154-60695177:-_5-1	TMEM132A	840	774
ACAD10_CCDS31903.1_ex5_12:112153664-112153687:+_5-2	ACAD10	719	572
TMEM183A_CCDS1432.1_ex1_1:202976904-202976927:-_5-1	TMEM183A	514	448
SLMO1_CCDS11860.1_ex2_18:12421533-12421556:+_5-3	SLMO1	267	274
ZBTB24_CCDS34509.1_ex4_6:109798114-109798137:+_5-2	ZBTB24	916	716
UBE2F_CCDS2523.1_ex3_2:238925202-238925225:+_5-1	UBE2F	160	55
LRRC63_CCDS61325.1_ex1_13:46802029-46802052:+_5-1	LRRC63	229	180
NFATC4_CCDS45089.1_ex2_14:24839265-24839288:-_5-2	NFATC4	800	619
PFDN6_CCDS4773.1_ex1_6:33257953-33257976:+_5-1	PFDN6	162	259
YIPF4_CCDS1781.1_ex4_2:32526438-32526461:+_5-4	YIPF4	297	204
BSPRY_CCDS43868.1_ex2_9:116122956-116122979:+_5-3	BSPRY	1531	1095
FDX1L_CCDS32905.1_ex2_19:10426149-10426172:+_5-3	FDX1L	140	438
TMEM132B_CCDS41859.1_ex6_12:126135229-126135252:-_5-1	TMEM132B	1083	892
FAM24A_CCDS31304.1_ex0_10:124671245-124671268:+_5-1	FAM24A	32	49
COMMD1_CCDS1869.1_ex0_2:62132956-62132979:-_5-3	COMMD1	396	294
SUV420H2_CCDS12922.1_ex3_19:55855145-55855168:+_5-3	SUV420H2	381	331
EPS8_CCDS31753.1_ex13_12:15818729-15818752:+_5-3	EPS8	673	610
MAGEB2_CCDS14219.1_ex0_X:30237013-30237036:+_5-2	MAGEB2	289	281
GNAT2_CCDS803.1_ex5_1:110152676-110152699:+_5-3	GNAT2	494	462
CCR7_CCDS11369.1_ex0_17:38711602-38711625:+_5-1	CCR7	183	235
CELSR2_CCDS796.1_ex1_1:109801585-109801608:+_5-5	CELSR2	567	601
PROSER1_CCDS9368.2_ex3_13:39591648-39591671:+_5-3	PROSER1	361	227
SCP2_CCDS41338.1_ex8_1:53446180-53446203:-_16-8	SCP2	153	168
XPNPEP1_CCDS53576.1_ex10_10:111642290-111642313:+_5-1	XPNPEP1	496	394
PDE7A_CCDS34901.1_ex6_8:66647074-66647097:+_5-2	PDE7A	456	516
YPEL4_CCDS7963.1_ex1_11:57413804-57413827:+_5-1	YPEL4	964	971
FAM179B_CCDS9681.1_ex0_14:45431766-45431789:+_5-2	FAM179B	636	566
LRAT_CCDS3789.1_ex0_4:155665753-155665776:+_5-4	LRAT	651	444
NYX_CCDS14256.1_ex1_X:41332878-41332901:-_5-2	NYX	903	801
PACS1_CCDS8129.1_ex9_11:65988625-65988648:-_5-5	PACS1	268	228
LYRM5_CCDS53764.1_ex1_12:25357125-25357148:+_1-1	LYRM5	163	147
DNAJC25_CCDS43862.1_ex2_9:114411778-114411801:-_5-5	DNAJC25	716	512
PRDM15_CCDS13676.1_ex22_21:43279746-43279769:-_5-5	PRDM15	1028	741
OLIG3_CCDS5186.1_ex0_6:137815097-137815120:+_5-3	OLIG3	1781	1360
HLA-DQB2_CCDS56419.1_ex3_6:32729641-32729664:+_5-5	HLA-DQB2	734	772
AKTIP_CCDS10749.1_ex7_16:53532314-53532337:+_5-5	AKTIP	70	156
ZNF30_CCDS46044.1_ex3_19:35434594-35434617:+_5-2	ZNF30	10	32
LMO3_CCDS58211.1_ex2_12:16753589-16753612:+_6-5	LMO3	415	274
UGT2A2_CCDS56331.1_ex4_4:70464952-70464975:+_5-1	UGT2A2	86	52
VWA8_CCDS31963.1_ex22_13:42481743-42481766:-_5-4	VWA8	0	15
FTHL17_CCDS14227.1_ex0_X:31089802-31089825:+_5-1	FTHL17	486	431
PCDHGB4_CCDS54928.1_ex0_5:140768314-140768337:-_5-2	PCDHGB4	261	192
CD2_CCDS889.1_ex2_1:117303104-117303127:+_5-3	CD2	0	6
CNKSR1_CCDS276.1_ex8_1:26510268-26510291:-_5-3	CNKSR1	645	516
C15orf54_CCDS10049.1_ex0_15:39544598-39544621:-_5-4	C15orf54	79	67
KIAA0319_CCDS34348.1_ex16_6:24583905-24583928:-_5-3	KIAA0319	344	329
SCAF8_CCDS5247.1_ex5_6:155116189-155116212:-_5-3	SCAF8	420	467
IL36A_CCDS42734.1_ex3_2:113765439-113765462:-_5-5	IL36A	333	384
TAOK1_CCDS32601.1_ex7_17:27816666-27816689:+_5-4	TAOK1	325	230
NAA60_CCDS45396.1_ex0_16:3526328-3526351:-_5-1	NAA60	1050	790
C15orf61_CCDS45289.1_ex0_15:67813784-67813807:+_5-3	C15orf61	1020	788
HAUS8_CCDS32948.1_ex4_19:17169619-17169642:-_5-1	HAUS8	3	271
C19orf44_CCDS12345.1_ex1_19:16614046-16614069:+_5-5	C19orf44	515	477
USP50_CCDS53944.1_ex4_15:50835862-50835885:+_5-4	USP50	336	335
ACTA2_CCDS7392.1_ex5_10:90703658-90703681:-_5-4	ACTA2	382	437
SFTPD_CCDS7362.1_ex5_10:81702525-81702548:-_5-3	SFTPD	261	204
ADAM17_CCDS1665.1_ex15_2:9675961-9675984:-_5-2	ADAM17	108	91
PCYOX1_CCDS1902.1_ex2_2:70488371-70488394:-_5-4	PCYOX1	60	59
EIF2B4_CCDS33164.1_ex6_2:27590879-27590902:+_5-1	EIF2B4	46	444
RASAL1_CCDS55888.1_ex14_12:113557033-113557056:-_5-4	RASAL1	18	5
TANGO2_CCDS13772.1_ex3_22:20040972-20040995:+_14-8	TANGO2	593	650
REG3A_CCDS1965.1_ex3_2:79385878-79385901:-_5-5	REG3A	181	259
NEBL_CCDS7134.1_ex23_10:21169742-21169765:-_10-8	NEBL	440	309
MARS_CCDS8942.1_ex8_12:57892330-57892353:+_5-3	MARS	186	865
FBXO41_CCDS46337.2_ex11_2:73496380-73496403:+_5-4	FBXO41	657	642
KNSTRN_CCDS42021.1_ex2_15:40678672-40678695:+_5-5	KNSTRN	129	139
TEX19_CCDS11809.1_ex0_17:80320121-80320144:+_5-1	TEX19	748	467
SIRPB2_CCDS42849.1_ex2_20:1458990-1459013:-_5-1	SIRPB2	593	616
FGFR1OP2_CCDS53767.1_ex3_12:27116288-27116311:+_9-8	FGFR1OP2	53	32
