sgRNA	gene	CRISPR_C6596596.sample	ERS717283.plasmid
HMGA1_CCDS4789.1_ex0_6:34208663-34208686:+_6-2	HMGA1	441	562
BMF_CCDS10052.1_ex2_15:40398091-40398114:-_5-2	BMF	862	744
SMC3_CCDS31285.1_ex15_10:112350205-112350228:+_5-5	SMC3	131	258
ESAM_CCDS8453.1_ex4_11:124626616-124626639:-_5-4	ESAM	192	187
TOM1L2_CCDS32584.1_ex10_17:17787972-17787995:+_5-3	TOM1L2	829	505
MRAP2_CCDS5001.1_ex2_6:84798938-84798961:+_5-5	MRAP2	486	455
KLHL18_CCDS33749.1_ex4_3:47374665-47374688:-_5-3	KLHL18	643	507
CERS1_CCDS46021.1_ex4_19:19004359-19004382:+_5-5	CERS1	451	453
EIF4B_CCDS41788.1_ex2_12:53412576-53412599:-_5-1	EIF4B	537	456
PPP1R14C_CCDS5226.1_ex0_6:150464543-150464566:+_5-2	PPP1R14C	153	123
ZSWIM8_CCDS44440.1_ex3_10:75549167-75549190:+_5-2	ZSWIM8	472	494
PPP2R5C_CCDS45163.1_ex4_14:102349848-102349871:-_5-5	PPP2R5C	438	428
MUC1_CCDS1098.1_ex5_1:155160663-155160686:+_11-6	MUC1	627	604
FAM213A_CCDS58089.1_ex2_10:82185682-82185705:+_5-5	FAM213A	165	209
ERBB2IP_CCDS34172.1_ex11_5:65324153-65324176:+_5-4	ERBB2IP	206	261
TINAG_CCDS4955.1_ex2_6:54186136-54186159:-_5-3	TINAG	38	31
FBXL15_CCDS31273.1_ex2_10:104181703-104181726:+_5-3	FBXL15	1136	936
MLH3_CCDS32123.1_ex11_14:75516111-75516134:-_5-5	MLH3	345	342
BTBD17_CCDS32719.1_ex0_17:72353449-72353472:+_5-1	BTBD17	294	245
CYP26C1_CCDS7425.1_ex2_10:94822512-94822535:+_5-3	CYP26C1	964	694
ISG20_CCDS10345.1_ex1_15:89195431-89195454:+_5-5	ISG20	887	538
IMMT_CCDS46355.1_ex9_2:86397935-86397958:+_5-2	IMMT	378	219
SMNDC1_CCDS7565.1_ex3_10:112058441-112058464:-_5-4	SMNDC1	20	135
BACE1_CCDS44739.1_ex3_11:117162469-117162492:+_5-3	BACE1	494	347
CROCC_CCDS30616.1_ex17_1:17274992-17275015:-_5-3	CROCC	546	642
MNDA_CCDS1177.1_ex1_1:158813163-158813186:+_5-3	MNDA	336	233
BPIFA1_CCDS13217.1_ex1_20:31825979-31826002:+_5-2	BPIFA1	222	319
KCTD9_CCDS6048.1_ex6_8:25296831-25296854:+_5-2	KCTD9	79	58
C3orf30_CCDS2984.1_ex0_3:118865795-118865818:-_5-5	C3orf30	400	356
FBXO21_CCDS44989.1_ex6_12:117612059-117612082:+_5-1	FBXO21	590	354
ASPG_CCDS45170.2_ex1_14:104559021-104559044:-_5-1	ASPG	687	711
RASL10B_CCDS11297.1_ex0_17:34062332-34062355:-_5-1	RASL10B	502	466
KITLG_CCDS31867.1_ex4_12:88912484-88912507:+_5-2	KITLG	577	384
HLA-DMB_CCDS4760.1_ex4_6:32906590-32906613:+_5-5	HLA-DMB	535	387
ZBTB10_CCDS47880.1_ex1_8:81412309-81412332:+_5-5	ZBTB10	609	469
USP3_CCDS32265.1_ex1_15:63824888-63824911:+_5-1	USP3	653	497
SSR2_CCDS1126.1_ex2_1:155984792-155984815:-_5-2	SSR2	173	238
ADRBK1_CCDS8156.1_ex6_11:67048198-67048221:-_5-3	ADRBK1	749	521
NMRK2_CCDS12115.1_ex4_19:3939930-3939953:-_5-3	NMRK2	736	545
FABP3_CCDS342.1_ex2_1:31842337-31842360:-_5-3	FABP3	128	50
TTR_CCDS11899.1_ex1_18:29172879-29172902:-_5-1	TTR	383	278
FAM162B_CCDS43497.1_ex3_6:117086599-117086622:-_5-4	FAM162B	655	591
TEX30_CCDS66577.1_ex1_13:103419663-103419686:+_10-2	TEX30	107	53
ZFX_CCDS14211.1_ex3_X:24225895-24225918:+_7-3	ZFX	393	389
ZNF681_CCDS12414.2_ex1_19:23937623-23937646:-_5-4	ZNF681	163	366
C1orf27_CCDS53448.1_ex6_1:186360822-186360845:+_5-4	C1orf27	266	277
NCDN_CCDS30672.1_ex1_1:36026511-36026534:-_5-3	NCDN	696	515
BICD2_CCDS35064.1_ex3_9:95482802-95482825:-_5-3	BICD2	447	360
NFKBIZ_CCDS2946.1_ex4_3:101572325-101572348:-_5-5	NFKBIZ	687	513
TTC7B_CCDS32140.1_ex14_14:91161842-91161865:-_5-1	TTC7B	451	237
HPD_CCDS53839.1_ex8_12:122294228-122294251:-_5-4	HPD	827	694
C1orf227_CCDS31020.1_ex1_1:213009344-213009367:-_5-4	C1orf227	74	76
ZNF382_CCDS33004.1_ex2_19:37117339-37117362:-_5-5	ZNF382	425	362
YES1_CCDS11824.1_ex7_18:745982-746005:-_5-3	YES1	203	213
ZNF213_CCDS10495.1_ex1_16:3188534-3188557:-_5-3	ZNF213	379	459
FBXO42_CCDS30613.1_ex8_1:16641662-16641685:-_5-5	FBXO42	91	71
MYL9_CCDS13276.1_ex1_20:35176566-35176589:-_9-9	MYL9	362	365
FAM134B_CCDS43304.1_ex3_5:16478993-16479016:-_5-2	FAM134B	215	135
GPR179_CCDS42308.1_ex10_17:36499419-36499442:-_5-5	GPR179	144	185
THUMPD3_CCDS2573.1_ex1_3:9408586-9408609:-_5-3	THUMPD3	359	299
SMAD6_CCDS10221.1_ex3_15:67073416-67073439:-_5-5	SMAD6	549	430
CLIP2_CCDS5569.1_ex8_7:73790269-73790292:+_5-5	CLIP2	432	372
HEXA_CCDS10243.1_ex13_15:72668081-72668104:+_5-4	HEXA	446	341
CLDN6_CCDS10488.1_ex0_16:3065634-3065657:-_5-3	CLDN6	279	262
SPACA1_CCDS5014.1_ex2_6:88767391-88767414:+_5-5	SPACA1	291	299
SYCN_CCDS46070.1_ex1_19:39694642-39694665:+_5-2	SYCN	488	398
PPP1R8_CCDS311.1_ex1_1:28159310-28159333:+_15-1	PPP1R8	37	51
MKX_CCDS7156.1_ex3_10:28024234-28024257:-_5-1	MKX	354	207
ANKRA2_CCDS4020.1_ex7_5:72858510-72858533:+_5-4	ANKRA2	7	6
ROS1_CCDS5116.1_ex21_6:117681521-117681544:+_5-1	ROS1	723	652
SLC4A8_CCDS44890.1_ex3_12:51845912-51845935:-_5-2	SLC4A8	343	253
PPIF_CCDS7358.1_ex3_10:81111312-81111335:+_5-4	PPIF	574	555
ZNF846_CCDS42496.1_ex1_19:9870565-9870588:+_5-4	ZNF846	546	609
C7orf43_CCDS5687.1_ex8_7:99755303-99755326:+_5-3	C7orf43	601	553
STOM_CCDS6830.1_ex2_9:124111490-124111513:+_8-4	STOM	659	642
HAUS3_CCDS33941.1_ex3_4:2242390-2242413:-_5-3	HAUS3	0	0
MXD1_CCDS1896.1_ex3_2:70162485-70162508:+_5-3	MXD1	1209	803
YAF2_CCDS31775.1_ex2_12:42631412-42631435:-_14-13	YAF2	530	416
RBM20_CCDS44477.1_ex1_10:112540583-112540606:-_5-1	RBM20	145	109
SS18L2_CCDS2701.1_ex2_3:42635916-42635939:-_4-4	SS18L2	12	44
TOMM40_CCDS12646.1_ex0_19:45394904-45394927:-_5-2	TOMM40	298	637
RASGEF1C_CCDS4452.1_ex9_5:179555400-179555423:+_5-1	RASGEF1C	1035	851
SEMA4D_CCDS47991.1_ex10_9:92006305-92006328:+_5-3	SEMA4D	263	178
EXOSC10_CCDS126.1_ex14_1:11142824-11142847:-_5-1	EXOSC10	558	635
CYP26B1_CCDS1919.1_ex5_2:72374768-72374791:-_5-4	CYP26B1	347	239
GCOM1_CCDS32247.1_ex1_15:57896464-57896487:+_5-1	GCOM1	457	290
SFRP2_CCDS34082.1_ex2_4:154709636-154709659:+_5-4	SFRP2	745	568
ANKRD44_CCDS33355.2_ex6_2:198001367-198001390:+_5-5	ANKRD44	523	550
BBS7_CCDS3724.1_ex12_4:122775878-122775901:+_5-3	BBS7	601	545
DGKD_CCDS2504.1_ex10_2:234354300-234354323:+_5-4	DGKD	612	473
PAPOLG_CCDS1863.1_ex9_2:61007908-61007931:-_5-4	PAPOLG	19	33
LCLAT1_CCDS1772.1_ex1_2:30748583-30748606:+_5-2	LCLAT1	665	517
SEC14L4_CCDS13878.1_ex7_22:30891403-30891426:-_5-4	SEC14L4	953	751
IL4_CCDS4158.1_ex2_5:132015533-132015556:-_5-5	IL4	361	347
CCL17_CCDS10780.1_ex2_16:57449671-57449694:+_5-5	CCL17	299	188
DACT3_CCDS12688.2_ex0_19:47152862-47152885:+_5-3	DACT3	1078	913
SNRPF_CCDS9055.1_ex1_12:96255019-96255042:+_5-1	SNRPF	0	268
DNMT3L_CCDS13705.1_ex5_21:45676007-45676030:+_5-1	DNMT3L	209	184
SLC10A5_CCDS34915.1_ex0_8:82606786-82606809:+_5-2	SLC10A5	946	580
ROM1_CCDS8024.1_ex0_11:62381023-62381046:+_5-2	ROM1	937	838
PRKAB1_CCDS9191.1_ex3_12:120112209-120112232:+_5-4	PRKAB1	148	91
PIP5K1A_CCDS44219.1_ex6_1:151205096-151205119:-_9-5	PIP5K1A	489	488
PTCD2_CCDS4014.2_ex5_5:71631690-71631713:+_5-1	PTCD2	186	153
PLCB2_CCDS42020.1_ex23_15:40591133-40591156:-_5-3	PLCB2	488	454
C17orf72_CCDS54157.1_ex2_17:62076367-62076390:+_10-5	C17orf72	1141	821
SLC38A1_CCDS41774.1_ex9_12:46600958-46600981:+_5-3	SLC38A1	51	62
SCNN1G_CCDS10608.1_ex2_16:23203706-23203729:-_5-5	SCNN1G	914	616
HSD17B3_CCDS6716.1_ex8_9:99017211-99017234:-_5-4	HSD17B3	498	426
MRPS5_CCDS2010.1_ex7_2:95773957-95773980:-_5-2	MRPS5	117	341
ARR3_CCDS14399.1_ex4_X:69496080-69496103:+_5-1	ARR3	734	591
AKR1D1_CCDS55169.1_ex2_7:137776536-137776559:+_5-2	AKR1D1	506	632
C6orf136_CCDS43443.1_ex1_6:30617588-30617611:-_12-5	C6orf136	126	95
MFSD12_CCDS42463.1_ex7_19:3548248-3548271:-_5-2	MFSD12	995	714
SNCA_CCDS3634.1_ex2_4:90743499-90743522:-_6-2	SNCA	199	270
ZNF729_CCDS59368.1_ex3_19:22496647-22496670:-_5-4	ZNF729	306	434
PPT1_CCDS44119.1_ex4_1:40555107-40555130:-_5-4	PPT1	564	335
SLC22A3_CCDS5277.1_ex0_6:160769587-160769610:+_5-2	SLC22A3	702	672
AQPEP_CCDS4124.1_ex0_5:115298528-115298551:-_5-2	AQPEP	1094	838
METTL21C_CCDS32003.1_ex1_13:103339324-103339347:-_5-3	METTL21C	163	183
TLR5_CCDS31033.1_ex0_1:223285745-223285768:+_5-3	TLR5	419	304
MR1_CCDS1342.1_ex1_1:181018325-181018348:-_5-4	MR1	744	555
IMMP1L_CCDS7874.1_ex1_11:31455106-31455129:-_5-1	IMMP1L	232	192
ST8SIA3_CCDS32834.1_ex0_18:55020241-55020264:-_5-2	ST8SIA3	1088	826
FGF8_CCDS7515.1_ex1_10:103531279-103531302:+_5-2	FGF8	533	410
NETO2_CCDS10727.1_ex6_16:47163215-47163238:+_5-5	NETO2	739	567
SLITRK1_CCDS9464.1_ex0_13:84454649-84454672:-_5-1	SLITRK1	299	275
NTM_CCDS41733.1_ex2_11:132016274-132016297:-_5-2	NTM	313	383
GSDMA_CCDS45669.1_ex3_17:38127828-38127851:-_5-5	GSDMA	402	369
FAM98B_CCDS10047.2_ex2_15:38757491-38757514:-_5-2	FAM98B	327	290
AUH_CCDS6689.1_ex7_9:94118236-94118259:-_5-3	AUH	282	267
PTH_CCDS7812.1_ex0_11:13514137-13514160:-_5-3	PTH	125	104
ZNF70_CCDS13812.1_ex0_22:24086971-24086994:+_5-4	ZNF70	642	560
PTPN2_CCDS11863.1_ex4_18:12817213-12817236:+_5-1	PTPN2	462	489
TBX15_CCDS30816.1_ex0_1:119427974-119427997:+_5-1	TBX15	118	121
TFDP2_CCDS43159.1_ex3_3:141682640-141682663:+_5-1	TFDP2	1025	793
EIF2B1_CCDS31924.1_ex5_12:124114719-124114742:-_5-1	EIF2B1	181	120
C16orf58_CCDS10715.1_ex12_16:31519511-31519534:-_5-5	C16orf58	561	559
NOL7_CCDS4528.1_ex1_6:13615982-13616005:+_5-4	NOL7	133	258
PQLC3_CCDS1679.1_ex0_2:11295740-11295763:+_5-1	PQLC3	1138	813
SPP1_CCDS34027.1_ex3_4:88902802-88902825:+_5-3	SPP1	388	443
PCDHB1_CCDS4243.1_ex0_5:140431768-140431791:+_5-5	PCDHB1	826	794
BTRC_CCDS7511.1_ex3_10:103281417-103281440:-_5-2	BTRC	138	196
DRG2_CCDS11191.1_ex1_17:17997194-17997217:+_5-1	DRG2	1017	652
MATR3_CCDS4210.1_ex3_5:138651828-138651851:-_5-1	MATR3	208	201
IGFLR1_CCDS12472.1_ex1_19:36230835-36230858:-_5-2	IGFLR1	1106	957
EPC1_CCDS60511.1_ex13_10:32635735-32635758:-_5-5	EPC1	208	212
PMM2_CCDS10536.1_ex4_16:8904940-8904963:+_5-5	PMM2	101	43
C13orf35_CCDS9526.1_ex0_13:113333867-113333890:+_5-4	C13orf35	858	461
EIF5B_CCDS42721.1_ex5_2:99980845-99980868:-_5-4	EIF5B	307	509
FAM134C_CCDS11432.1_ex5_17:40738838-40738861:+_5-3	FAM134C	628	547
RAP2B_CCDS3170.1_ex0_3:152880784-152880807:-_5-4	RAP2B	1575	1080
USP19_CCDS43090.1_ex16_3:49153340-49153363:-_5-1	USP19	791	586
ART3_CCDS3575.1_ex1_4:77003056-77003079:+_5-2	ART3	152	148
OTOR_CCDS13124.1_ex1_20:16729533-16729556:+_5-3	OTOR	197	158
PRR13_CCDS31811.1_ex1_12:53837355-53837378:+_6-2	PRR13	403	590
CD276_CCDS32288.1_ex3_15:73996038-73996061:-_8-7	CD276	414	365
CLEC7A_CCDS41753.1_ex2_12:10277894-10277917:-_11-2	CLEC7A	88	37
NID1_CCDS1608.1_ex14_1:236195791-236195814:+_5-3	NID1	267	310
CDH4_CCDS13488.1_ex6_20:60448834-60448857:-_5-4	CDH4	738	837
HRSP12_CCDS6276.1_ex3_8:99118537-99118560:-_5-2	HRSP12	127	75
LMOD1_CCDS53457.1_ex1_1:201869299-201869322:-_5-1	LMOD1	0	4
MYF5_CCDS9020.1_ex0_12:81110998-81111021:+_5-2	MYF5	323	338
PIGR_CCDS1474.1_ex8_1:207112636-207112659:-_5-3	PIGR	593	617
ATP6V0A2_CCDS9254.1_ex9_12:124228403-124228426:+_5-5	ATP6V0A2	535	433
GPS2_CCDS11100.1_ex8_17:7217811-7217834:-_5-5	GPS2	163	127
CCL2_CCDS11277.1_ex1_17:32583327-32583350:-_5-3	CCL2	719	611
CYP26B1_CCDS1919.1_ex3_2:72362270-72362293:+_5-2	CYP26B1	652	488
IQSEC3_CCDS31725.1_ex0_12:247915-247938:-_5-3	IQSEC3	738	787
SLCO4A1_CCDS13501.1_ex3_20:61292418-61292441:-_5-5	SLCO4A1	417	402
MSH4_CCDS670.1_ex0_1:76262792-76262815:-_5-1	MSH4	354	283
TMC5_CCDS10577.1_ex2_16:19474643-19474666:-_5-2	TMC5	354	219
TBC1D8_CCDS46375.1_ex10_2:101650171-101650194:+_5-1	TBC1D8	466	316
ZBTB8B_CCDS44104.1_ex0_1:32936587-32936610:+_5-3	ZBTB8B	457	277
LTK_CCDS10077.1_ex17_15:41804890-41804913:+_5-4	LTK	433	299
IL7R_CCDS3911.1_ex1_5:35860997-35861020:+_5-1	IL7R	208	208
DCT_CCDS45060.1_ex9_13:95131296-95131319:-_5-4	DCT	724	435
TEX15_CCDS6080.1_ex3_8:30704371-30704394:-_5-3	TEX15	337	383
APRT_CCDS32511.1_ex3_16:88877956-88877979:-_5-3	APRT	1110	1003
ATXN7L1_CCDS47682.1_ex4_7:105264619-105264642:+_11-3	ATXN7L1	414	435
P2RY14_CCDS3156.1_ex0_3:150931434-150931457:+_5-1	P2RY14	394	245
IMPAD1_CCDS6169.1_ex3_8:57892653-57892676:-_5-3	IMPAD1	7	20
USP19_CCDS43090.1_ex22_3:49155199-49155222:+_5-5	USP19	464	319
GAPDH_CCDS58201.1_ex3_12:6646324-6646347:-_5-4	GAPDH	244	284
NKAIN4_CCDS13514.1_ex5_20:61881285-61881308:-_5-4	NKAIN4	830	742
RRH_CCDS3687.1_ex1_4:110754455-110754478:+_5-1	RRH	382	293
DIO1_CCDS41339.1_ex1_1:54370330-54370353:+_11-8	DIO1	850	660
TRIM54_CCDS1745.2_ex4_2:27527837-27527860:+_5-5	TRIM54	356	345
FCAR_CCDS12907.1_ex2_19:55396822-55396845:-_12-3	FCAR	214	289
SYNE2_CCDS41963.1_ex46_14:64518278-64518301:-_14-5	SYNE2	486	270
DLG1_CCDS3327.1_ex18_3:196869623-196869646:+_5-5	DLG1	292	211
RAI1_CCDS11188.1_ex0_17:17698328-17698351:-_5-5	RAI1	339	223
PPM1D_CCDS11625.1_ex0_17:58677881-58677904:+_5-1	PPM1D	684	552
STIM2_CCDS3440.2_ex6_4:27004542-27004565:+_5-5	STIM2	252	170
CHRNA7_CCDS10027.1_ex1_15:32323148-32323171:+_5-1	CHRNA7	392	291
VAMP7_CCDS14770.4_ex5_Y:59272389-59272412:-_5-5	VAMP7	491	388
ANKRD49_CCDS8300.1_ex0_11:94229996-94230019:+_5-3	ANKRD49	306	248
THADA_CCDS46268.1_ex27_2:43801988-43802011:+_5-3	THADA	192	181
RPS2_CCDS10452.1_ex4_16:2014267-2014290:+_5-4	RPS2	89	257
NEK9_CCDS9839.1_ex10_14:75573364-75573387:+_5-1	NEK9	285	294
SNRPB2_CCDS13123.1_ex1_20:16712975-16712998:-_5-4	SNRPB2	25	147
SESN1_CCDS5070.1_ex5_6:109319750-109319773:-_5-1	SESN1	731	427
STAT5A_CCDS11424.1_ex10_17:40457635-40457658:-_5-5	STAT5A	345	250
EEF1E1_CCDS4507.1_ex3_6:8102666-8102689:-_5-5	EEF1E1	405	310
NLRP8_CCDS12937.1_ex0_19:56459544-56459567:-_5-1	NLRP8	1242	840
CCNB1_CCDS3997.1_ex4_5:68470088-68470111:+_5-4	CCNB1	97	65
RHPN2_CCDS12427.1_ex9_19:33502607-33502630:-_5-3	RHPN2	585	576
AKAP2_CCDS43861.1_ex1_9:112898669-112898692:+_5-2	AKAP2	383	249
PMS2_CCDS5343.1_ex8_7:6036999-6037022:+_5-3	PMS2	574	265
MBOAT4_CCDS47835.1_ex0_8:29990254-29990277:+_5-4	MBOAT4	185	60
SYS1_CCDS13351.1_ex0_20:43992265-43992288:+_7-2	SYS1	566	810
CACNA2D3_CCDS54598.1_ex12_3:54798314-54798337:+_5-5	CACNA2D3	700	539
IRF8_CCDS10956.1_ex1_16:85942717-85942740:-_5-2	IRF8	272	318
ACY3_CCDS8175.1_ex4_11:67413328-67413351:+_5-4	ACY3	1042	879
NTPCR_CCDS1597.1_ex3_1:233105648-233105671:+_5-5	NTPCR	1578	772
BLMH_CCDS32604.1_ex6_17:28612442-28612465:-_5-2	BLMH	364	220
ABCC12_CCDS10730.1_ex22_16:48167596-48167619:-_5-1	ABCC12	1618	976
ENTPD4_CCDS47827.1_ex10_8:23306284-23306307:-_5-5	ENTPD4	6	5
WDR11_CCDS7619.1_ex7_10:122626254-122626277:+_5-5	WDR11	192	126
CUL3_CCDS2462.1_ex12_2:225379327-225379350:-_5-4	CUL3	25	64
FAM83C_CCDS13251.1_ex3_20:33879650-33879673:-_5-4	FAM83C	452	317
MEFV_CCDS10498.1_ex7_16:3299666-3299689:+_5-2	MEFV	939	760
UGGT2_CCDS9480.1_ex28_13:96624875-96624898:+_5-3	UGGT2	389	344
TNFSF9_CCDS12169.1_ex2_19:6534603-6534626:+_5-3	TNFSF9	959	554
HGF_CCDS47626.1_ex17_7:81399187-81399210:+_5-5	HGF	157	101
HMSD_CCDS42441.1_ex1_18:61621750-61621773:-_5-4	HMSD	529	505
WRN_CCDS6082.1_ex4_8:30924621-30924644:+_5-2	WRN	680	490
LYSMD2_CCDS10143.1_ex1_15:52017180-52017203:+_8-4	LYSMD2	190	106
ORAI1_CCDS41851.1_ex1_12:122078974-122078997:+_5-4	ORAI1	1249	745
FPR3_CCDS12841.1_ex0_19:52327576-52327599:+_5-5	FPR3	701	529
MIF_CCDS13819.1_ex1_22:24237036-24237059:+_5-5	MIF	251	417
SPAG4_CCDS13259.1_ex0_20:34204194-34204217:+_5-1	SPAG4	651	542
SHC1_CCDS1076.1_ex7_1:154940678-154940701:-_5-2	SHC1	910	762
DDX39A_CCDS12308.1_ex8_19:14523361-14523384:-_5-3	DDX39A	299	265
MAVS_CCDS33437.1_ex3_20:3843006-3843029:-_5-1	MAVS	1379	982
USPL1_CCDS9336.1_ex3_13:31211974-31211997:-_5-5	USPL1	337	338
YAE1D1_CCDS5459.1_ex2_7:39611999-39612022:-_7-5	YAE1D1	240	540
ZNF132_CCDS12980.1_ex0_19:58946287-58946310:-_5-3	ZNF132	143	181
ZNF202_CCDS8443.1_ex1_11:123598180-123598203:+_5-1	ZNF202	184	105
SIPA1L3_CCDS33007.1_ex0_19:38572429-38572452:+_5-1	SIPA1L3	365	381
KCNAB1_CCDS3174.1_ex8_3:156232197-156232220:+_5-5	KCNAB1	431	438
GNPDA2_CCDS3469.1_ex2_4:44713095-44713118:-_5-2	GNPDA2	351	270
PRKAG1_CCDS55824.1_ex4_12:49398370-49398393:-_5-2	PRKAG1	206	213
ANAPC4_CCDS3434.1_ex5_4:25390482-25390505:+_5-3	ANAPC4	316	548
SLC9A3R2_CCDS45382.1_ex2_16:2086405-2086428:+_5-3	SLC9A3R2	951	673
MRPL41_CCDS7046.1_ex0_9:140446704-140446727:-_5-3	MRPL41	289	331
GMFB_CCDS9718.1_ex2_14:54947599-54947622:+_5-2	GMFB	183	92
TGFBR3_CCDS30770.1_ex10_1:92193316-92193339:-_5-4	TGFBR3	27	47
TBX20_CCDS43568.1_ex5_7:35288367-35288390:+_5-4	TBX20	477	246
LUC7L2_CCDS43656.1_ex1_7:139060862-139060885:-_3-1	LUC7L2	108	151
EVI2A_CCDS32608.1_ex0_17:29645754-29645777:-_5-3	EVI2A	21	29
ZNF865_CCDS58681.1_ex0_19:56125203-56125226:-_5-2	ZNF865	571	595
POMT1_CCDS43894.1_ex9_9:134387422-134387445:+_5-5	POMT1	587	423
WDYHV1_CCDS6344.1_ex3_8:124448819-124448842:+_6-4	WDYHV1	303	323
AKIRIN2_CCDS5013.1_ex3_6:88391336-88391359:-_5-2	AKIRIN2	709	405
TEX10_CCDS55330.1_ex12_9:103109072-103109095:+_5-3	TEX10	323	493
CCDC47_CCDS11643.1_ex7_17:61838268-61838291:+_5-1	CCDC47	343	389
DYNLL1_CCDS9200.1_ex1_12:120935882-120935905:+_4-3	DYNLL1	299	178
TGM7_CCDS32213.1_ex7_15:43579472-43579495:+_5-3	TGM7	275	301
IARS2_CCDS1523.1_ex0_1:220267710-220267733:-_5-1	IARS2	952	943
SYT5_CCDS12919.1_ex4_19:55687215-55687238:-_5-4	SYT5	225	248
SRSF1_CCDS11600.1_ex2_17:56083807-56083830:-_5-1	SRSF1	50	296
TMED7_CCDS4120.1_ex1_5:114956324-114956347:-_5-2	TMED7	196	173
TPRA1_CCDS3042.1_ex8_3:127298622-127298645:+_5-4	TPRA1	388	419
LRRC4C_CCDS31464.1_ex0_11:40137634-40137657:-_5-5	LRRC4C	748	429
SLC4A9_CCDS47278.1_ex6_5:139742585-139742608:-_5-3	SLC4A9	723	518
IL17RB_CCDS2874.1_ex3_3:53886133-53886156:-_5-4	IL17RB	504	549
GLYATL3_CCDS47440.1_ex4_6:49494238-49494261:-_5-4	GLYATL3	537	519
SLC35A3_CCDS60204.1_ex2_1:100464882-100464905:+_5-4	SLC35A3	45	52
DDX60L_CCDS47161.1_ex31_4:169377179-169377202:+_5-2	DDX60L	7	26
ZNF90_CCDS46028.1_ex3_19:20229420-20229443:-_5-4	ZNF90	25	26
ARID5A_CCDS33251.1_ex5_2:97216320-97216343:+_5-4	ARID5A	420	335
CD83_CCDS4532.1_ex2_6:14131868-14131891:-_5-4	CD83	113	142
SCARA3_CCDS34870.1_ex3_8:27514340-27514363:-_5-2	SCARA3	0	2
BTG1_CCDS9043.1_ex1_12:92539206-92539229:+_5-5	BTG1	731	643
HKDC1_CCDS7288.1_ex7_10:71005954-71005977:+_5-5	HKDC1	1268	982
SOX15_CCDS32549.1_ex1_17:7492524-7492547:+_5-1	SOX15	526	575
USP11_CCDS14277.1_ex4_X:47099822-47099845:+_5-4	USP11	354	326
PRSS46_CCDS54576.1_ex2_3:46775652-46775675:-_5-4	PRSS46	334	274
SPINT2_CCDS12510.1_ex4_19:38780763-38780786:+_5-3	SPINT2	686	647
ENPP7_CCDS11763.1_ex2_17:77709090-77709113:+_5-5	ENPP7	487	552
PSMD11_CCDS11272.1_ex5_17:30796103-30796126:-_5-4	PSMD11	70	715
NUP37_CCDS9089.1_ex3_12:102471223-102471246:-_5-1	NUP37	428	279
NFKBIE_CCDS34463.1_ex5_6:44233243-44233266:+_5-4	NFKBIE	367	558
TMA16_CCDS43278.1_ex3_4:164435219-164435242:+_5-3	TMA16	0	11
LAMB2_CCDS2789.1_ex27_3:49169081-49169104:+_5-5	LAMB2	333	222
MMP9_CCDS13390.1_ex4_20:44639910-44639933:+_5-5	MMP9	646	645
IL17C_CCDS42217.1_ex1_16:88705481-88705504:-_5-1	IL17C	806	542
RNF39_CCDS4673.1_ex3_6:30043405-30043428:+_5-5	RNF39	605	502
NCKAP5L_CCDS41781.2_ex5_12:50191084-50191107:+_5-4	NCKAP5L	0	8
CARM1_CCDS12250.1_ex1_19:11015740-11015763:-_5-2	CARM1	965	812
WDR16_CCDS11149.2_ex3_17:9497612-9497635:+_5-2	WDR16	225	242
PON2_CCDS47644.1_ex5_7:95041676-95041699:-_5-3	PON2	276	281
SRPR_CCDS31717.1_ex7_11:126136154-126136177:+_5-2	SRPR	609	709
DPY19L2_CCDS31851.1_ex21_12:64061905-64061928:-_5-3	DPY19L2	366	447
CYB561A3_CCDS53639.1_ex3_11:61121448-61121471:+_5-4	CYB561A3	721	551
NEU2_CCDS2501.1_ex1_2:233898888-233898911:-_5-3	NEU2	263	342
ZNF250_CCDS34972.1_ex2_8:146114962-146114985:+_5-3	ZNF250	1330	1094
TEKT3_CCDS11169.1_ex6_17:15234605-15234628:-_5-3	TEKT3	514	413
BMX_CCDS14168.1_ex3_X:15534268-15534291:-_5-2	BMX	305	174
SMIM2_CCDS61320.1_ex1_13:44734816-44734839:+_5-2	SMIM2	206	132
PUS10_CCDS1865.1_ex14_2:61233736-61233759:+_5-2	PUS10	201	175
CDC73_CCDS1382.1_ex6_1:193111077-193111100:+_5-5	CDC73	62	229
ERICH1_CCDS5955.1_ex3_8:642539-642562:+_5-3	ERICH1	357	244
HSP90AB1_CCDS4909.1_ex4_6:44218292-44218315:+_5-4	HSP90AB1	408	204
GRAP_CCDS11202.1_ex1_17:18927647-18927670:-_5-2	GRAP	975	792
HNRNPA2B1_CCDS43557.1_ex6_7:26236422-26236445:+_5-2	HNRNPA2B1	43	41
ZNF821_CCDS32481.1_ex1_16:71895758-71895781:+_5-3	ZNF821	783	552
RFC3_CCDS45025.1_ex5_13:34404893-34404916:+_5-5	RFC3	215	262
STAT5B_CCDS11423.1_ex16_17:40379687-40379710:+_5-4	STAT5B	208	267
TMEM200A_CCDS5140.1_ex0_6:130762160-130762183:+_5-4	TMEM200A	940	561
KRTAP29-1_CCDS62183.1_ex0_17:39458755-39458778:+_5-2	KRTAP29-1	538	473
FGR_CCDS305.1_ex5_1:27942341-27942364:-_5-1	FGR	370	246
