sgRNA	gene	CRISPR_C7448913.sample	CRISPR_C6596666.sample
TPRG1L_CCDS47.1_ex2_1:3542426-3542449:-_5-5	TPRG1L	404	517
sgBMPR1A_9	BMPR1A_LS	126	266
WDTC1_CCDS296.1_ex1_1:27589684-27589707:+_5-1	WDTC1	487	919
C16orf59_CCDS10468.2_ex3_16:2510886-2510909:+_5-2	C16orf59	412	405
STX10_CCDS32922.1_ex6_19:13260535-13260558:+_5-4	STX10	212	375
ALKBH3_CCDS7906.1_ex6_11:43923139-43923162:+_5-4	ALKBH3	58	174
AZGP1_CCDS5680.1_ex2_7:99569549-99569572:+_5-5	AZGP1	132	252
sgPIK3R4_5	PIK3R4_LS	127	250
TRIM71_CCDS43060.1_ex0_3:32860279-32860302:+_5-3	TRIM71	757	662
DHRS4_CCDS61408.1_ex0_14:24423118-24423141:-_5-2	DHRS4	889	722
sgPOLR3D_3	POLR3D_LS	0	272
ACSS1_CCDS13167.1_ex10_20:25004126-25004149:-_5-4	ACSS1	564	361
GPALPP1_CCDS9394.1_ex3_13:45582954-45582977:-_5-4	GPALPP1	34	92
ZMAT4_CCDS34885.1_ex3_8:40554821-40554844:+_5-1	ZMAT4	274	227
NEK6_CCDS48015.1_ex2_9:127074858-127074881:+_5-2	NEK6	383	599
CDK5RAP1_CCDS13219.1_ex7_20:31973557-31973580:+_5-1	CDK5RAP1	447	598
PRR15L_CCDS11523.1_ex0_17:46030497-46030520:-_5-5	PRR15L	477	457
sgWDR82_6	WDR82_LS	135	462
MPST_CCDS13939.1_ex0_22:37420493-37420516:+_5-3	MPST	385	601
LAMTOR1_CCDS8209.1_ex2_11:71809834-71809857:-_5-2	LAMTOR1	603	454
CASP14_CCDS12323.1_ex2_19:15164617-15164640:+_5-4	CASP14	294	525
LRRC4B_CCDS42595.1_ex0_19:51022131-51022154:-_5-2	LRRC4B	638	557
DDX47_CCDS8655.1_ex2_12:12974201-12974224:-_5-2	DDX47	237	396
FXYD4_CCDS7203.1_ex2_10:43870075-43870098:-_5-1	FXYD4	150	268
PLEKHG3_CCDS32098.1_ex2_14:65197561-65197584:+_5-3	PLEKHG3	598	746
PTOV1_CCDS12782.1_ex6_19:50360978-50361001:-_5-5	PTOV1	404	492
DNAJC25_CCDS43862.1_ex1_9:114409454-114409477:+_5-3	DNAJC25	245	617
TROVE2_CCDS1379.1_ex0_1:193038370-193038393:+_5-1	TROVE2	238	518
METTL21B_CCDS31848.1_ex1_12:58166846-58166869:+_5-4	METTL21B	137	373
DCP2_CCDS34210.1_ex1_5:112321587-112321610:+_5-1	DCP2	295	493
DYNC1LI2_CCDS10818.1_ex8_16:66770107-66770130:-_5-4	DYNC1LI2	35	144
C20orf141_CCDS13034.1_ex0_20:2795973-2795996:+_5-2	C20orf141	370	599
TMEM194B_CCDS46476.1_ex3_2:191381080-191381103:+_5-1	TMEM194B	205	415
MRPS18A_CCDS4906.1_ex3_6:43646272-43646295:+_5-1	MRPS18A	310	516
ZNF710_CCDS10358.1_ex0_15:90611151-90611174:+_5-4	ZNF710	479	498
ARSI_CCDS34275.1_ex1_5:149681758-149681781:+_5-5	ARSI	439	572
ITGB2_CCDS13716.1_ex11_21:46323415-46323438:-_5-4	ITGB2	367	458
IBTK_CCDS34490.1_ex22_6:82933784-82933807:-_5-2	IBTK	203	390
ELK1_CCDS14283.1_ex4_X:47500689-47500712:+_7-4	ELK1	440	540
AFF1_CCDS3616.1_ex2_4:87968576-87968599:-_5-2	AFF1	522	501
SACS_CCDS9300.2_ex0_13:23915525-23915548:+_5-2	SACS	271	249
ATF6_CCDS1235.1_ex7_1:161789468-161789491:-_5-5	ATF6	104	270
MCM10_CCDS7095.1_ex7_10:13228256-13228279:-_5-5	MCM10	79	385
RNF38_CCDS6603.1_ex9_9:36376017-36376040:+_5-5	RNF38	429	547
sgFASTK_1	FASTK_LS	58	484
EIF2AK4_CCDS42016.1_ex13_15:40278067-40278090:+_5-4	EIF2AK4	451	417
FAM115A_CCDS56514.1_ex5_7:143560745-143560768:-_5-3	FAM115A	88	203
KATNB1_CCDS10788.1_ex8_16:57786778-57786801:+_5-4	KATNB1	179	348
ZNF512B_CCDS13548.1_ex12_20:62597659-62597682:-_5-1	ZNF512B	453	668
COMMD8_CCDS3475.1_ex2_4:47458592-47458615:-_5-1	COMMD8	354	508
MEGF9_CCDS48010.2_ex5_9:123476139-123476162:+_5-2	MEGF9	311	476
TMEM56_CCDS753.1_ex1_1:95614265-95614288:-_5-3	TMEM56	498	550
CACNB1_CCDS11334.1_ex8_17:37343095-37343118:+_5-2	CACNB1	650	813
GCSAML_CCDS1635.1_ex4_1:247737544-247737567:+_5-5	GCSAML	110	418
PDE6H_CCDS8672.1_ex1_12:15132131-15132154:+_3-3	PDE6H	88	365
SLC35F1_CCDS34524.1_ex1_6:118475761-118475784:+_5-1	SLC35F1	930	746
KNTC1_CCDS45002.1_ex24_12:123057701-123057724:-_5-4	KNTC1	112	196
KLHL10_CCDS42340.1_ex1_17:39998237-39998260:+_5-5	KLHL10	469	525
sgSTYK1_7	STYK1_LS	361	518
MOSPD3_CCDS47662.1_ex2_7:100211154-100211177:+_5-5	MOSPD3	344	523
HDDC3_CCDS10366.1_ex2_15:91475313-91475336:-_5-3	HDDC3	521	595
CFHR4_CCDS41451.1_ex1_1:196871612-196871635:+_7-1	CFHR4	196	539
LTC4S_CCDS34316.1_ex2_5:179222839-179222862:+_5-3	LTC4S	170	202
sgXAB2_10	XAB2_LS	109	502
ZNF177_CCDS12212.1_ex4_19:9491823-9491846:+_5-4	ZNF177	359	358
AGO1_CCDS398.1_ex1_1:36354151-36354174:+_5-1	AGO1	237	393
API5_CCDS31465.1_ex5_11:43345121-43345144:-_5-4	API5	431	474
sgKDM4B_5	KDM4B_LS	189	330
CDKN1A_CCDS4824.1_ex0_6:36651970-36651993:+_5-1	CDKN1A	450	533
MEAF6_CCDS418.1_ex6_1:37979065-37979088:-_5-4	MEAF6	0	0
SKIL_CCDS33890.1_ex0_3:170078968-170078991:-_5-5	SKIL	173	420
ASB6_CCDS6924.1_ex3_9:132401727-132401750:+_5-2	ASB6	272	642
SNX14_CCDS5003.1_ex22_6:86281857-86281880:+_5-3	SNX14	318	458
sgSUPT3H_3	SUPT3H_LS	156	370
WFS1_CCDS3386.1_ex2_4:6290727-6290750:-_5-2	WFS1	740	969
BOC_CCDS2971.1_ex6_3:112993489-112993512:-_5-4	BOC	390	520
VCP_CCDS6573.1_ex13_9:35066670-35066693:-_5-3	VCP	25	631
EDDM3A_CCDS9556.1_ex0_14:21216027-21216050:-_5-5	EDDM3A	469	481
FAM168A_CCDS41689.1_ex3_11:73130966-73130989:-_5-2	FAM168A	99	379
sgMAPK7_1	MAPK7_LS	159	435
MMP3_CCDS8323.1_ex4_11:102710933-102710956:+_5-2	MMP3	502	488
MYOZ2_CCDS3711.1_ex1_4:120072113-120072136:-_5-2	MYOZ2	258	340
SFN_CCDS288.1_ex0_1:27189938-27189961:-_5-4	SFN	909	659
SLC45A1_CCDS30577.1_ex3_1:8390581-8390604:-_5-4	SLC45A1	1501	979
C5orf66_CCDS59494.1_ex1_5:134673687-134673710:+_5-1	C5orf66	340	454
UBR4_CCDS189.1_ex82_1:19499673-19499696:-_5-3	UBR4	172	523
CNTN6_CCDS2557.1_ex1_3:1262479-1262502:-_5-1	CNTN6	130	247
CST9L_CCDS13157.1_ex2_20:23548852-23548875:-_5-1	CST9L	169	398
SERPINE1_CCDS5711.1_ex1_7:100773849-100773872:+_5-4	SERPINE1	659	595
sgEPHA8_4	EPHA8_LS	522	500
ZC3H12A_CCDS417.1_ex2_1:37947316-37947339:+_5-3	ZC3H12A	583	729
DERL1_CCDS47915.1_ex2_8:124033721-124033744:-_5-1	DERL1	241	377
sgHSPA8_5	HSPA8_LS	117	531
SLAMF7_CCDS1209.1_ex2_1:160719671-160719694:+_16-11	SLAMF7	1078	828
C20orf96_CCDS12994.1_ex7_20:264602-264625:-_5-2	C20orf96	247	286
RPH3A_CCDS31904.1_ex6_12:113307718-113307741:-_5-3	RPH3A	306	480
CTRL00950	NON-TARGETING	902	592
sgGSG2_10	GSG2_LS	74	294
C2orf42_CCDS1899.1_ex7_2:70408584-70408607:-_5-1	C2orf42	372	586
CARD9_CCDS48057.1_ex9_9:139265587-139265610:-_5-3	CARD9	344	614
WNT10B_CCDS8775.1_ex2_12:49363909-49363932:-_5-2	WNT10B	512	923
MYO1D_CCDS32615.1_ex18_17:31102897-31102920:+_5-3	MYO1D	206	224
CTRL00444	NON-TARGETING	479	353
sgDOT1L_6	DOT1L_LS	214	366
ZEB2_CCDS2186.1_ex4_2:145161626-145161649:+_5-4	ZEB2	412	744
OSGIN2_CCDS47888.1_ex3_8:90926827-90926850:-_5-2	OSGIN2	166	213
CTRL00320	NON-TARGETING	364	326
BCAT2_CCDS12735.1_ex5_19:49303008-49303031:+_5-2	BCAT2	318	505
sgBRAF_8	BRAF_LS	512	375
OPRK1_CCDS6152.1_ex0_8:54142336-54142359:-_5-3	OPRK1	380	440
KRBOX4_CCDS14267.1_ex1_X:46322303-46322326:-_5-3	KRBOX4	581	387
C20orf202_CCDS46567.1_ex1_20:1187507-1187530:-_5-3	C20orf202	384	374
PGLYRP4_CCDS30871.1_ex5_1:153317741-153317764:+_5-3	PGLYRP4	98	198
E2F3_CCDS4545.1_ex2_6:20481515-20481538:-_5-1	E2F3	319	630
sgTRIB2_8	TRIB2_LS	95	123
GIPC3_CCDS32871.1_ex2_19:3586975-3586998:+_5-4	GIPC3	139	365
IGDCC4_CCDS10206.1_ex14_15:65689196-65689219:+_5-4	IGDCC4	227	432
sgCDKN1A_1	CDKN1A_LS	230	470
sgTXK_10	TXK_LS	104	467
sgBRWD1_5	BRWD1_LS	255	567
sgNPM2_4	NPM2_LS	258	447
PACSIN3_CCDS31481.1_ex7_11:47204001-47204024:+_5-5	PACSIN3	356	339
SLC39A13_CCDS44592.1_ex3_11:47435038-47435061:-_5-5	SLC39A13	801	978
TRDMT1_CCDS7114.1_ex8_10:17210899-17210922:+_5-5	TRDMT1	506	539
HIST1H2AM_CCDS4639.1_ex0_6:27860734-27860757:-_5-2	HIST1H2AM	258	464
ZNF707_CCDS47932.1_ex3_8:144775881-144775904:-_5-1	ZNF707	293	553
HPN_CCDS32993.1_ex7_19:35551517-35551540:+_5-5	HPN	471	528
sgDEK_1	DEK_LS	54	502
ZFAND1_CCDS55250.1_ex2_8:82627058-82627081:+_5-3	ZFAND1	423	668
ST8SIA2_CCDS10372.1_ex2_15:92977583-92977606:+_5-4	ST8SIA2	526	533
GCH1_CCDS41954.1_ex5_14:55369243-55369266:+_5-5	GCH1	275	693
CHRNA10_CCDS7745.1_ex1_11:3688827-3688850:+_5-2	CHRNA10	816	663
GPR62_CCDS2838.1_ex0_3:51990338-51990361:+_5-4	GPR62	611	817
FZD8_CCDS7192.1_ex0_10:35929639-35929662:+_5-4	FZD8	262	749
SLC7A9_CCDS12425.1_ex9_19:33355175-33355198:-_5-3	SLC7A9	230	447
TMEM51_CCDS154.1_ex1_1:15545860-15545883:+_5-3	TMEM51	417	614
FRMPD2_CCDS31195.1_ex16_10:49420087-49420110:+_5-2	FRMPD2	251	403
PXMP2_CCDS9279.1_ex1_12:133266952-133266975:-_5-3	PXMP2	241	376
ESRRA_CCDS41667.1_ex2_11:64081734-64081757:+_5-2	ESRRA	171	409
ABCG8_CCDS1815.1_ex3_2:44078875-44078898:-_5-1	ABCG8	323	347
COA4_CCDS8225.1_ex0_11:73584296-73584319:-_5-4	COA4	501	773
C1D_CCDS1883.1_ex1_2:68273142-68273165:-_5-3	C1D	34	105
HS3ST5_CCDS34517.1_ex0_6:114379318-114379341:-_5-5	HS3ST5	428	523
GNMT_CCDS4876.1_ex0_6:42928629-42928652:-_5-1	GNMT	343	626
HOPX_CCDS3507.1_ex1_4:57522016-57522039:+_7-3	HOPX	97	590
POLI_CCDS11954.2_ex2_18:51800393-51800416:-_5-2	POLI	21	98
ACKR4_CCDS3075.1_ex0_3:132319419-132319442:-_5-1	ACKR4	45	207
SEC11C_CCDS11970.1_ex1_18:56816752-56816775:-_5-1	SEC11C	74	349
SPRR2G_CCDS30868.1_ex0_1:153122416-153122439:+_4-1	SPRR2G	314	585
SIRPG_CCDS13020.2_ex3_20:1629866-1629889:-_6-3	SIRPG	257	536
WIPF1_CCDS2260.1_ex3_2:175437002-175437025:-_5-3	WIPF1	697	827
sgKDM4C_5	KDM4C_LS	80	278
ST14_CCDS8487.1_ex10_11:130066482-130066505:-_5-5	ST14	437	583
IFT57_CCDS2951.1_ex9_3:107938250-107938273:+_5-4	IFT57	192	326
PHF21A_CCDS31474.1_ex11_11:45992716-45992739:+_5-4	PHF21A	214	300
SUPT6H_CCDS32596.1_ex7_17:27005096-27005119:+_5-1	SUPT6H	290	613
BCAS3_CCDS11626.1_ex4_17:58824590-58824613:+_5-1	BCAS3	203	433
CHDC2_CCDS14238.1_ex3_X:36103467-36103490:-_5-4	CHDC2	169	448
sgPSMB8_5	PSMB8_LS	275	510
TSKS_CCDS12780.1_ex10_19:50266333-50266356:-_5-5	TSKS	537	706
ZFR_CCDS34139.1_ex15_5:32415150-32415173:+_5-3	ZFR	312	578
PUS1_CCDS31928.1_ex2_12:132423711-132423734:+_5-4	PUS1	417	479
sgPSMA6_7	PSMA6_LS	21	373
MYOCD_CCDS11163.1_ex5_17:12639594-12639617:-_5-2	MYOCD	476	558
METTL9_CCDS10598.2_ex1_16:21624133-21624156:+_5-3	METTL9	23	75
ZBTB22_CCDS4775.1_ex0_6:33283940-33283963:+_5-3	ZBTB22	977	721
C1RL_CCDS8573.1_ex2_12:7252502-7252525:-_5-2	C1RL	366	494
TPD52_CCDS34912.1_ex4_8:80976711-80976734:-_5-5	TPD52	141	242
TERT_CCDS3861.2_ex14_5:1294552-1294575:+_5-4	TERT	1286	900
ZNF441_CCDS12266.2_ex3_19:11890925-11890948:+_5-3	ZNF441	248	378
INSR_CCDS12176.1_ex17_19:7172358-7172381:-_5-2	INSR	899	672
ZFP36_CCDS12534.2_ex1_19:39898825-39898848:-_5-5	ZFP36	452	609
sgNSL1_10	NSL1_LS	71	244
MLXIPL_CCDS47605.1_ex11_7:73020400-73020423:+_5-2	MLXIPL	471	670
SPSB2_CCDS8567.1_ex1_12:6981792-6981815:-_5-4	SPSB2	872	789
HEPH_CCDS14384.3_ex7_X:65413362-65413385:+_5-4	HEPH	469	447
LCN1_CCDS6991.1_ex2_9:138415122-138415145:+_5-5	LCN1	134	222
SCGB1D1_CCDS8015.1_ex1_11:61959589-61959612:-_5-3	SCGB1D1	166	448
ZSCAN9_CCDS4646.1_ex0_6:28194948-28194971:+_5-1	ZSCAN9	538	540
ENPP5_CCDS4915.1_ex2_6:46135754-46135777:-_5-5	ENPP5	37	90
sgSCN5A_7	SCN5A_LS	153	327
C14orf159_CCDS32141.1_ex1_14:91633632-91633655:-_5-1	C14orf159	278	321
TMX3_CCDS32840.1_ex5_18:66351663-66351686:-_5-1	TMX3	140	176
WISP1_CCDS6371.1_ex3_8:134237725-134237748:-_17-12	WISP1	400	471
CAMKK1_CCDS11038.1_ex14_17:3788651-3788674:+_5-2	CAMKK1	613	616
sgBPTF_10	BPTF_LS	165	178
SHMT1_CCDS11196.1_ex6_17:18244045-18244068:+_5-4	SHMT1	344	585
PRR9_CCDS55639.1_ex0_1:153190742-153190765:+_5-2	PRR9	144	330
EBNA1BP2_CCDS478.1_ex6_1:43637249-43637272:-_5-3	EBNA1BP2	152	465
KIAA1468_CCDS11979.2_ex0_18:59855153-59855176:+_5-2	KIAA1468	403	638
PGLYRP2_CCDS12330.2_ex3_19:15587166-15587189:-_5-5	PGLYRP2	323	495
RNF17_CCDS9308.2_ex4_13:25353851-25353874:-_5-3	RNF17	106	290
HTATSF1_CCDS14657.1_ex0_X:135579943-135579966:-_5-1	HTATSF1	178	446
GRPEL1_CCDS3396.1_ex0_4:7062809-7062832:-_5-1	GRPEL1	44	420
C14orf183_CCDS45101.1_ex3_14:50558323-50558346:-_5-5	C14orf183	109	217
AGAP2_CCDS44932.1_ex14_12:58127944-58127967:-_5-3	AGAP2	310	447
DNAJA3_CCDS10515.1_ex4_16:4492282-4492305:+_5-2	DNAJA3	177	333
PGLYRP2_CCDS12330.2_ex3_19:15586616-15586639:-_5-1	PGLYRP2	490	647
LTA4H_CCDS58266.1_ex9_12:96412619-96412642:+_5-2	LTA4H	141	209
DNAJC30_CCDS5556.1_ex0_7:73097398-73097421:-_5-1	DNAJC30	568	753
NUDCD2_CCDS4361.1_ex3_5:162886946-162886969:-_5-5	NUDCD2	558	571
CYSTM1_CCDS4221.1_ex0_5:139574121-139574144:+_5-1	CYSTM1	401	501
SFXN5_CCDS1922.1_ex9_2:73249686-73249709:+_5-2	SFXN5	417	582
STARD6_CCDS11955.1_ex4_18:51880448-51880471:-_5-5	STARD6	141	114
CECR6_CCDS13740.1_ex0_22:17601600-17601623:-_9-8	CECR6	623	612
SMIM5_CCDS54165.1_ex0_17:73636349-73636372:+_5-1	SMIM5	623	964
CYP4F11_CCDS12337.1_ex10_19:16040368-16040391:-_5-5	CYP4F11	0	0
NSD1_CCDS4412.1_ex5_5:176665263-176665286:-_5-5	NSD1	752	578
MON1B_CCDS10925.1_ex2_16:77228667-77228690:+_5-5	MON1B	296	725
RAB39A_CCDS8338.1_ex1_11:107832839-107832862:+_5-4	RAB39A	280	137
EZH1_CCDS32659.1_ex12_17:40870541-40870564:+_5-3	EZH1	571	687
C9orf66_CCDS6439.1_ex0_9:215233-215256:-_5-4	C9orf66	283	625
TMEM30A_CCDS47453.1_ex5_6:75994260-75994283:-_5-5	TMEM30A	375	482
ASB12_CCDS14378.2_ex1_X:63445256-63445279:+_5-3	ASB12	211	388
EDN1_CCDS4522.1_ex2_6:12294168-12294191:+_5-2	EDN1	704	521
LYZL6_CCDS11302.1_ex2_17:34264800-34264823:+_5-2	LYZL6	185	405
sgPHF23_10	PHF23_LS	129	178
AOC3_CCDS11444.1_ex0_17:41004815-41004838:+_10-4	AOC3	322	235
YIPF5_CCDS4279.1_ex2_5:143543747-143543770:-_5-4	YIPF5	91	199
EPGN_CCDS59475.1_ex2_4:75177919-75177942:-_7-3	EPGN	168	132
H2BFWT_CCDS35362.1_ex1_X:103268116-103268139:+_5-5	H2BFWT	212	576
sgULK2_5	ULK2_LS	295	371
SHISA3_CCDS33979.1_ex0_4:42400204-42400227:+_5-2	SHISA3	838	728
MAST2_CCDS41326.1_ex20_1:46495795-46495818:-_5-5	MAST2	404	757
IFT74_CCDS43793.1_ex5_9:26988677-26988700:+_5-5	IFT74	42	107
E2F4_CCDS32464.1_ex1_16:67226673-67226696:-_5-2	E2F4	477	756
AKT1S1_CCDS12784.1_ex3_19:50376387-50376410:+_5-5	AKT1S1	255	447
LPA_CCDS43523.1_ex22_6:161027623-161027646:+_5-5	LPA	51	79
FAM53C_CCDS4204.1_ex2_5:137680617-137680640:-_5-2	FAM53C	276	531
MKNK2_CCDS12079.1_ex6_19:2042771-2042794:+_5-3	MKNK2	266	512
NAE1_CCDS10820.1_ex11_16:66851352-66851375:+_5-3	NAE1	77	279
SCAPER_CCDS53961.1_ex19_15:77057759-77057782:-_5-3	SCAPER	187	626
GTF2E2_CCDS6078.1_ex3_8:30469893-30469916:+_5-2	GTF2E2	30	216
FAM120AOS_CCDS6705.1_ex2_9:96214625-96214648:+_4-1	FAM120AOS	595	782
PTRH1_CCDS35147.1_ex3_9:130477423-130477446:+_5-4	PTRH1	161	330
HIP1_CCDS34669.1_ex16_7:75187517-75187540:-_5-1	HIP1	434	315
ZIK1_CCDS33135.1_ex3_19:58101703-58101726:-_5-3	ZIK1	955	984
YJEFN3_CCDS42530.1_ex4_19:19646210-19646233:-_5-4	YJEFN3	416	610
ST8SIA6_CCDS31158.1_ex2_10:17369082-17369105:-_5-1	ST8SIA6	527	566
FANK1_CCDS31309.1_ex3_10:127684045-127684068:+_5-4	FANK1	279	264
JPH1_CCDS6217.1_ex3_8:75227414-75227437:-_5-1	JPH1	2	8
TACC3_CCDS3352.1_ex2_4:1730337-1730360:+_5-4	TACC3	322	457
HSD11B1L_CCDS12144.1_ex2_19:5687374-5687397:-_5-1	HSD11B1L	237	583
LEFTY2_CCDS1549.1_ex3_1:226128705-226128728:-_3-3	LEFTY2	549	686
TTBK1_CCDS34455.1_ex5_6:43222799-43222822:-_5-1	TTBK1	407	473
NMNAT2_CCDS1353.1_ex8_1:183261967-183261990:+_5-4	NMNAT2	372	567
GKN1_CCDS1891.2_ex1_2:69204666-69204689:-_5-1	GKN1	27	121
ANXA4_CCDS1894.1_ex2_2:70031679-70031702:-_5-1	ANXA4	82	133
PRDX5_CCDS8069.1_ex1_11:64087219-64087242:-_9-3	PRDX5	349	325
CHID1_CCDS44510.1_ex9_11:903008-903031:-_5-4	CHID1	559	753
HCRTR2_CCDS4956.1_ex0_6:55039564-55039587:+_5-2	HCRTR2	476	431
ZFHX3_CCDS10908.1_ex1_16:72832384-72832407:+_5-2	ZFHX3	399	578
SRSF10_CCDS30629.1_ex1_1:24298057-24298080:+_9-2	SRSF10	287	328
USP27X_CCDS65260.1_ex0_X:49645121-49645144:-_5-1	USP27X	169	360
KIAA1147_CCDS47726.1_ex6_7:141385307-141385330:+_5-3	KIAA1147	294	280
ATP5A1_CCDS11927.1_ex9_18:43671699-43671722:-_5-5	ATP5A1	165	402
CDKN2B_CCDS6512.1_ex1_9:22008849-22008872:-_6-5	CDKN2B	348	472
CCT2_CCDS55843.1_ex3_12:69982019-69982042:+_5-2	CCT2	389	376
G6PD_CCDS14756.2_ex10_X:153764354-153764377:-_5-5	G6PD	274	407
SNX10_CCDS5399.1_ex4_7:26411482-26411505:-_9-5	SNX10	499	409
ECT2_CCDS3220.1_ex9_3:172482265-172482288:+_5-5	ECT2	85	147
KAT8_CCDS10706.1_ex4_16:31138575-31138598:+_5-5	KAT8	40	354
U2AF2_CCDS12933.1_ex4_19:56172437-56172460:+_5-4	U2AF2	170	586
FBXW9_CCDS12278.2_ex9_19:12807073-12807096:+_5-3	FBXW9	548	730
FAM13A_CCDS34029.1_ex10_4:89680012-89680035:+_5-2	FAM13A	94	459
sgCHERP_6	CHERP_LS	94	368
SCIMP_CCDS42242.1_ex1_17:5118251-5118274:+_5-2	SCIMP	191	351
CD244_CCDS1210.1_ex7_1:160811507-160811530:+_5-3	CD244	53	117
LSM1_CCDS6103.1_ex0_8:38021310-38021333:+_5-1	LSM1	240	390
COPS7B_CCDS2488.1_ex3_2:232660892-232660915:+_6-2	COPS7B	258	383
CTAGE5_CCDS58316.1_ex14_14:39783981-39784004:+_5-4	CTAGE5	72	209
ASB4_CCDS5641.1_ex1_7:95125124-95125147:+_5-2	ASB4	422	445
AOC3_CCDS11444.1_ex2_17:41007526-41007549:+_10-9	AOC3	158	370
SMIM2_CCDS61320.1_ex1_13:44734859-44734882:-_5-4	SMIM2	601	587
SSRP1_CCDS7952.1_ex9_11:57099677-57099700:+_5-2	SSRP1	53	504
sgRCOR3_5	RCOR3_LS	296	425
LRFN4_CCDS8153.1_ex0_11:66625331-66625354:+_5-1	LRFN4	487	650
ING1_CCDS9515.1_ex1_13:111371796-111371819:+_10-7	ING1	389	497
ANKRD32_CCDS4071.2_ex2_5:93966409-93966432:-_5-1	ANKRD32	97	170
LONP1_CCDS12148.1_ex9_19:5700913-5700936:-_5-2	LONP1	197	508
CDK1_CCDS44408.1_ex1_10:62544557-62544580:-_5-1	CDK1	91	333
IL2RB_CCDS13942.1_ex4_22:37533727-37533750:+_5-2	IL2RB	371	486
KBTBD2_CCDS34614.1_ex2_7:32919074-32919097:-_5-5	KBTBD2	122	179
RAVER2_CCDS41345.1_ex2_1:65243684-65243707:-_5-4	RAVER2	24	99
PHACTR2_CCDS43512.1_ex1_6:144033229-144033252:+_5-1	PHACTR2	214	260
SHD_CCDS12125.1_ex2_19:4283044-4283067:+_5-5	SHD	565	706
CST9L_CCDS13157.1_ex2_20:23548875-23548898:-_5-2	CST9L	537	523
C9orf96_CCDS35169.1_ex2_9:136249650-136249673:+_5-1	C9orf96	477	560
RCOR2_CCDS8052.1_ex4_11:63681540-63681563:+_5-1	RCOR2	134	412
IL10RB_CCDS13623.1_ex1_21:34640800-34640823:+_5-1	IL10RB	200	383
MAPK14_CCDS4815.1_ex3_6:36040660-36040683:-_5-3	MAPK14	258	526
TEKT5_CCDS10542.1_ex5_16:10783785-10783808:+_5-1	TEKT5	666	473
CYP27C1_CCDS33285.1_ex4_2:127957060-127957083:-_5-2	CYP27C1	286	478
MUC20_CCDS63877.1_ex1_3:195452675-195452698:-_5-5	MUC20	536	650
PAFAH2_CCDS270.1_ex5_1:26310498-26310521:-_5-3	PAFAH2	484	602
ANKZF1_CCDS42821.1_ex5_2:220098117-220098140:-_5-1	ANKZF1	345	451
SUDS3_CCDS44993.1_ex1_12:118817952-118817975:+_5-2	SUDS3	114	251
HYAL4_CCDS5789.1_ex0_7:123508439-123508462:+_5-1	HYAL4	103	160
PLXNB2_CCDS43035.1_ex31_22:50726374-50726397:+_5-3	PLXNB2	1055	778
NUTM2F_CCDS47994.1_ex4_9:97084564-97084587:-_5-3	NUTM2F	427	715
CTRL00889	NON-TARGETING	350	291
OSBP2_CCDS43002.1_ex5_22:31285183-31285206:+_5-1	OSBP2	330	665
POLR3C_CCDS921.1_ex12_1:145608619-145608642:-_5-5	POLR3C	74	232
CTRL00789	NON-TARGETING	449	455
TBC1D15_CCDS31858.1_ex2_12:72266709-72266732:+_5-1	TBC1D15	252	540
TWF1_CCDS31780.2_ex3_12:44191556-44191579:+_5-1	TWF1	163	314
TMEM255A_CCDS14597.1_ex5_X:119421045-119421068:+_5-1	TMEM255A	702	751
SGK223_CCDS43706.1_ex3_8:8234450-8234473:+_5-3	SGK223	703	662
sgBCAS2_5	BCAS2_LS	90	423
sgGSG2_8	GSG2_LS	21	234
TUBB3_CCDS10988.1_ex3_16:90001452-90001475:+_8-8	TUBB3	597	749
OTOS_CCDS2533.1_ex0_2:241078663-241078686:-_5-1	OTOS	301	464
sgMAP3K1_3	MAP3K1_LS	145	387
MID2_CCDS14532.2_ex1_X:107084197-107084220:+_5-2	MID2	163	250
SKP1_CCDS4171.1_ex3_5:133502880-133502903:+_5-4	SKP1	62	431
SNX7_CCDS755.2_ex5_1:99164351-99164374:-_5-5	SNX7	589	727
NFATC2_CCDS13437.1_ex8_20:50139737-50139760:-_5-3	NFATC2	525	429
EVX1_CCDS5413.1_ex0_7:27282948-27282971:+_5-2	EVX1	345	580
TMEM198_CCDS33385.1_ex1_2:220412469-220412492:+_5-4	TMEM198	973	909
ZEB1_CCDS44370.1_ex6_10:31809505-31809528:+_5-5	ZEB1	318	436
HORMAD1_CCDS55633.1_ex7_1:150681379-150681402:-_5-4	HORMAD1	190	351
USP11_CCDS14277.1_ex3_X:47099289-47099312:-_5-3	USP11	462	322
EBF2_CCDS43726.1_ex11_8:25897600-25897623:-_5-3	EBF2	665	571
KLHL25_CCDS10339.1_ex0_15:86312888-86312911:-_5-4	KLHL25	614	536
HUWE1_CCDS35301.1_ex39_X:53602637-53602660:+_5-1	HUWE1	201	606
UGGT2_CCDS9480.1_ex27_13:96622450-96622473:-_5-2	UGGT2	515	462
IGJ_CCDS3545.1_ex1_4:71522989-71523012:-_5-4	IGJ	97	163
C1orf198_CCDS1587.1_ex1_1:230979372-230979395:+_7-3	C1orf198	356	467
OXTR_CCDS2570.1_ex1_3:8809198-8809221:+_5-1	OXTR	413	599
ATAD3C_CCDS44039.1_ex9_1:1396158-1396181:-_5-4	ATAD3C	632	568
FAM122A_CCDS6623.1_ex0_9:71395313-71395336:-_5-2	FAM122A	774	866
