"sgRNA","gene","plasmid","HT29_c905","HT29_c906","HT29_c907","HT29_c908","SW626_c905"
"DNASE2_CCDS12284.1_ex2_19:12989482-12989505:-_5-2","DNASE2",467,509.222222222222,549.833333333333,423,505.166666666667,357.333333333333
"DNASE2_CCDS12284.1_ex2_19:12989533-12989556:-_5-3","DNASE2",363,322.888888888889,416.166666666667,334,358.166666666667,338
"DNASE2_CCDS12284.1_ex3_19:12991663-12991686:+_5-4","DNASE2",556,395.111111111111,403.166666666667,328.333333333333,306.833333333333,329
"DNASE2_CCDS12284.1_ex4_19:12991819-12991842:+_5-5","DNASE2",580,464.888888888889,482.666666666667,376.333333333333,559.333333333333,371.333333333333
"DNASE2B_CCDS44167.1_ex2_1:84874131-84874154:+_8-1","DNASE2B",25,40.3333333333333,57.6666666666667,27.3333333333333,18.8333333333333,7.66666666666667
"DNASE2B_CCDS44167.1_ex3_1:84876582-84876605:-_8-2","DNASE2B",591,479.888888888889,548.833333333333,530.666666666667,472.833333333333,357
"DNASE2B_CCDS44167.1_ex3_1:84876665-84876688:-_8-3","DNASE2B",148,160.111111111111,216.5,160,132.833333333333,182.333333333333
"DNASE2B_CCDS44167.1_ex4_1:84878194-84878217:-_8-4","DNASE2B",422,549.444444444444,748.666666666667,417.666666666667,441.5,401.333333333333
"DNASE2B_CCDS44167.1_ex4_1:84878207-84878230:+_8-5","DNASE2B",269,311.666666666667,412.166666666667,190.666666666667,141.5,243.666666666667
"DNASE2B_CCDS44167.1_ex5_1:84880222-84880245:-_8-6","DNASE2B",539,613.222222222222,678.333333333333,608,871.833333333333,451.333333333333
"DNASE2B_CCDS44167.1_ex5_1:84880308-84880331:-_8-7","DNASE2B",58,57.7777777777778,79.3333333333333,58,46.6666666666667,34
"DNASE2B_CCDS44167.1_ex5_1:84880383-84880406:+_8-8","DNASE2B",159,223.888888888889,294.333333333333,155.333333333333,105.333333333333,193.666666666667
"DND1_CCDS4236.1_ex1_5:140052062-140052085:-_5-1","DND1",568,596.888888888889,669,518.666666666667,487.333333333333,569.333333333333
"DND1_CCDS4236.1_ex1_5:140052264-140052287:+_5-2","DND1",993,1212.88888888889,1328.83333333333,918,980.333333333333,1201.66666666667
"DND1_CCDS4236.1_ex1_5:140052303-140052326:+_5-3","DND1",829,892.222222222222,835,744.333333333333,1203.33333333333,764
"DND1_CCDS4236.1_ex1_5:140052389-140052412:-_5-4","DND1",630,701.222222222222,763.333333333333,602.333333333333,612.666666666667,522
"DND1_CCDS4236.1_ex2_5:140052865-140052888:-_5-5","DND1",631,286.555555555556,334.166666666667,161,245.666666666667,234
"DNER_CCDS33390.1_ex10_2:230453125-230453148:+_5-3","DNER",288,322.111111111111,404.833333333333,304.333333333333,294.666666666667,347.333333333333
"DNER_CCDS33390.1_ex10_2:230453185-230453208:+_5-4","DNER",506,569,766.666666666667,485,572,495
"DNER_CCDS33390.1_ex11_2:230456436-230456459:+_5-5","DNER",537,735.666666666667,683.333333333333,574.666666666667,465.666666666667,577.666666666667
"DNER_CCDS33390.1_ex7_2:230377580-230377603:-_5-1","DNER",398,448.555555555556,556.666666666667,342,448.5,378.333333333333
"DNER_CCDS33390.1_ex8_2:230411716-230411739:+_5-2","DNER",674,766.111111111111,815.333333333333,604,776.333333333333,693
"DNHD1_CCDS44532.1_ex0_11:6519624-6519647:-_5-1","DNHD1",686,979.444444444444,1012.16666666667,771.333333333333,920.5,922
"DNHD1_CCDS44532.1_ex0_11:6519721-6519744:-_5-2","DNHD1",309,315,323.333333333333,291.666666666667,331.166666666667,344.666666666667
"DNHD1_CCDS44532.1_ex0_11:6519744-6519767:-_5-3","DNHD1",355,473.888888888889,417.5,424,390.5,371
"DNHD1_CCDS44532.1_ex0_11:6519830-6519853:-_5-4","DNHD1",275,326.333333333333,319.166666666667,229.333333333333,353.833333333333,256.333333333333
"DNHD1_CCDS44532.1_ex0_11:6520003-6520026:-_5-5","DNHD1",656,889.777777777778,1041.5,803.666666666667,1292,873.333333333333
"DNLZ_CCDS35179.1_ex1_9:139257446-139257469:-_5-1","DNLZ",655,510.111111111111,658.833333333333,380,555.833333333333,524.666666666667
"DNLZ_CCDS35179.1_ex1_9:139257467-139257490:-_5-2","DNLZ",429,242.777777777778,326.166666666667,165.333333333333,338.666666666667,250
"DNLZ_CCDS35179.1_ex1_9:139257561-139257584:+_5-3","DNLZ",510,231.444444444444,261,117.333333333333,183,234
"DNLZ_CCDS35179.1_ex2_9:139257937-139257960:-_5-4","DNLZ",562,492.666666666667,573.166666666667,328.666666666667,707.166666666667,468.333333333333
"DNLZ_CCDS35179.1_ex2_9:139258004-139258027:-_5-5","DNLZ",754,538.111111111111,600.5,380.666666666667,591.333333333333,457.333333333333
"DNM1_CCDS43882.1_ex1_9:130980533-130980556:+_5-1","DNM1",527,549.888888888889,608.666666666667,407,557.166666666667,350
"DNM1_CCDS43882.1_ex2_9:130980899-130980922:-_5-2","DNM1",641,744.777777777778,725,646,798.833333333333,421
"DNM1_CCDS43882.1_ex2_9:130980990-130981013:-_5-3","DNM1",9,6,4.66666666666667,9,9.16666666666667,12.6666666666667
"DNM1_CCDS43882.1_ex5_9:130982565-130982588:+_5-4","DNM1",621,700.666666666667,685.166666666667,664.666666666667,720.5,564
"DNM1_CCDS43882.1_ex8_9:130985127-130985150:-_5-5","DNM1",389,411,510.333333333333,431.333333333333,581.833333333333,225
"DNM1L_CCDS61095.1_ex10_12:32884014-32884037:-_5-5","DNM1L",319,217.555555555556,295.5,233.333333333333,236.333333333333,224
"DNM1L_CCDS61095.1_ex8_12:32873676-32873699:+_5-1","DNM1L",268,287.888888888889,255.166666666667,190.333333333333,162.5,215.333333333333
"DNM1L_CCDS61095.1_ex8_12:32873707-32873730:+_5-2","DNM1L",208,112.888888888889,93.3333333333333,78.6666666666667,99.3333333333333,118.333333333333
"DNM1L_CCDS61095.1_ex9_12:32875433-32875456:+_5-3","DNM1L",114,94.3333333333333,107.5,70,55.8333333333333,96.6666666666667
"DNM1L_CCDS61095.1_ex9_12:32875460-32875483:-_5-4","DNM1L",257,163.111111111111,183.666666666667,102.666666666667,148,103.666666666667
"DNM2_CCDS32907.1_ex1_19:10870423-10870446:-_5-1","DNM2",636,202.111111111111,302.166666666667,97.3333333333333,299.166666666667,85
"DNM2_CCDS32907.1_ex5_19:10893737-10893760:-_5-2","DNM2",918,234,331.166666666667,135.666666666667,271.833333333333,242.666666666667
"DNM2_CCDS32907.1_ex6_19:10897269-10897292:-_5-3","DNM2",662,109,186,107.333333333333,144.333333333333,100
"DNM2_CCDS32907.1_ex7_19:10904472-10904495:-_5-4","DNM2",841,121.555555555556,183.666666666667,131,230.5,119.666666666667
"DNM2_CCDS32907.1_ex8_19:10906055-10906078:+_5-5","DNM2",50,8,19,10,18.6666666666667,15.6666666666667
"DNM3_CCDS44276.1_ex1_1:171890896-171890919:-_5-1","DNM3",554,707.111111111111,809.166666666667,628.666666666667,568.666666666667,663
"DNM3_CCDS44276.1_ex2_1:171956866-171956889:+_5-2","DNM3",548,400.222222222222,479.666666666667,402,396.666666666667,420
"DNM3_CCDS44276.1_ex3_1:171958174-171958197:+_5-3","DNM3",440,432.444444444444,527.5,340.666666666667,316.166666666667,366.333333333333
"DNM3_CCDS44276.1_ex4_1:172001627-172001650:-_5-4","DNM3",515,530.888888888889,560.833333333333,499,273.333333333333,354.666666666667
"DNM3_CCDS44276.1_ex5_1:172002351-172002374:+_5-5","DNM3",477,324.888888888889,390.833333333333,344.333333333333,371.5,464.333333333333
"DNMBP_CCDS7485.1_ex13_10:101715222-101715245:+_5-1","DNMBP",428,514.888888888889,571.833333333333,427.333333333333,573.5,365.666666666667
"DNMBP_CCDS7485.1_ex13_10:101715364-101715387:+_5-2","DNMBP",418,473.777777777778,457.166666666667,395.333333333333,459.333333333333,415
"DNMBP_CCDS7485.1_ex13_10:101715432-101715455:-_5-3","DNMBP",420,359.444444444444,459.666666666667,276,146.666666666667,297
"DNMBP_CCDS7485.1_ex13_10:101716859-101716882:+_5-4","DNMBP",423,558.333333333333,545.833333333333,484.666666666667,490.833333333333,455.333333333333
"DNMBP_CCDS7485.1_ex14_10:101728860-101728883:+_5-5","DNMBP",535,535.111111111111,642.5,643.666666666667,723.833333333333,541.666666666667
"DNMT1_CCDS12228.1_ex15_19:10260267-10260290:-_5-1","DNMT1",800,595.444444444444,622.833333333333,414,643.333333333333,388.333333333333
"DNMT1_CCDS12228.1_ex19_19:10264986-10265009:-_5-2","DNMT1",590,194.666666666667,173.666666666667,131.333333333333,189,247
"DNMT1_CCDS12228.1_ex20_19:10265377-10265400:+_5-3","DNMT1",732,195.777777777778,203.166666666667,114.333333333333,173.333333333333,186.333333333333
"DNMT1_CCDS12228.1_ex21_19:10265683-10265706:+_5-4","DNMT1",654,140.444444444444,142,117,156.333333333333,125.333333333333
"DNMT1_CCDS12228.1_ex25_19:10270503-10270526:+_5-5","DNMT1",790,142.666666666667,193.5,117.666666666667,216.333333333333,79.6666666666667
"DNMT3A_CCDS1718.2_ex13_2:25469533-25469556:-_10-3","DNMT3A",420,599.666666666667,646.333333333333,433,400,494
"DNMT3A_CCDS1718.2_ex13_2:25469593-25469616:+_10-4","DNMT3A",568,547.222222222222,701.166666666667,479,863.333333333333,401.333333333333
"DNMT3A_CCDS1718.2_ex16_2:25470904-25470927:-_10-5","DNMT3A",411,537.222222222222,655.833333333333,418.666666666667,548,403.333333333333
"DNMT3A_CCDS1718.2_ex9_2:25467424-25467447:+_10-1","DNMT3A",501,578.333333333333,631.833333333333,538.666666666667,851.5,505.333333333333
"DNMT3A_CCDS1718.2_ex9_2:25467480-25467503:-_10-2","DNMT3A",474,314.222222222222,404.166666666667,241.666666666667,355.833333333333,202.666666666667
"DNMT3A_CCDS33157.1_ex19_2:25505469-25505492:+_10-6","DNMT3A",387,400.333333333333,544.166666666667,278.666666666667,405.333333333333,346.666666666667
"DNMT3A_CCDS33157.1_ex19_2:25505484-25505507:-_10-7","DNMT3A",225,290.555555555556,265.666666666667,266.666666666667,193.166666666667,212
"DNMT3A_CCDS33157.1_ex19_2:25505555-25505578:-_10-8","DNMT3A",444,570.111111111111,600,478,647.666666666667,384.666666666667
"DNMT3A_CCDS33157.1_ex19_2:25505569-25505592:-_10-9","DNMT3A",462,523.555555555556,686,444,356.5,374.666666666667
"DNMT3A_CCDS33157.1_ex20_2:25523040-25523063:+_10-10","DNMT3A",979,1222.44444444444,1263,983.666666666667,1698.66666666667,1072.33333333333
"DNMT3B_CCDS13204.1_ex1_20:31368249-31368272:+_5-1","DNMT3B",624,707.888888888889,853,583,672.333333333333,600
"DNMT3B_CCDS13204.1_ex2_20:31369167-31369190:+_5-2","DNMT3B",442,535.666666666667,558.333333333333,400.666666666667,396.166666666667,380.666666666667
"DNMT3B_CCDS13204.1_ex8_20:31380518-31380541:+_5-3","DNMT3B",397,520.222222222222,559.5,376.666666666667,389.166666666667,394
"DNMT3B_CCDS13204.1_ex8_20:31380554-31380577:+_5-4","DNMT3B",566,615.444444444444,737.833333333333,543.333333333333,624.666666666667,597.333333333333
"DNMT3B_CCDS13204.1_ex9_20:31383267-31383290:-_5-5","DNMT3B",755,828.666666666667,867.5,727,960,673.666666666667
"DNMT3L_CCDS13705.1_ex5_21:45676007-45676030:+_5-1","DNMT3L",261,279.666666666667,342.5,210.666666666667,247.666666666667,247.666666666667
"DNMT3L_CCDS13705.1_ex6_21:45678402-45678425:+_5-2","DNMT3L",501,506.444444444444,529.666666666667,332.333333333333,331.666666666667,421.333333333333
"DNMT3L_CCDS13705.1_ex7_21:45679310-45679333:+_5-3","DNMT3L",448,471.666666666667,581.166666666667,392.666666666667,489.333333333333,496.333333333333
"DNMT3L_CCDS13705.1_ex8_21:45679509-45679532:-_5-4","DNMT3L",510,607.333333333333,613,505.333333333333,745,413.333333333333
"DNMT3L_CCDS13705.1_ex9_21:45680676-45680699:-_5-5","DNMT3L",153,201.777777777778,240.833333333333,126.333333333333,110.333333333333,154
"DNPEP_CCDS42823.1_ex10_2:220251002-220251025:-_5-1","DNPEP",542,606.444444444444,571.666666666667,464.333333333333,691.833333333333,390
"DNPEP_CCDS42823.1_ex10_2:220251031-220251054:+_5-2","DNPEP",399,538.555555555556,523,478,565.166666666667,300
"DNPEP_CCDS42823.1_ex10_2:220251071-220251094:-_5-3","DNPEP",374,376.222222222222,369.5,339,321.833333333333,362.666666666667
"DNPEP_CCDS42823.1_ex11_2:220251375-220251398:+_5-4","DNPEP",657,754.333333333333,912,583,574.833333333333,591
"DNPEP_CCDS42823.1_ex11_2:220251427-220251450:+_5-5","DNPEP",437,388.555555555556,420.333333333333,383.666666666667,542,387.666666666667
"DNPH1_CCDS43465.1_ex0_6:43193862-43193885:+_5-1","DNPH1",619,584.444444444444,844.5,458,800.833333333333,520
"DNPH1_CCDS43465.1_ex2_6:43197022-43197045:-_5-2","DNPH1",538,487.555555555556,574.166666666667,428.666666666667,596.5,474.333333333333
"DNPH1_CCDS43465.1_ex2_6:43197053-43197076:-_5-3","DNPH1",758,757.444444444444,782.5,696,846.666666666667,654.333333333333
"DNPH1_CCDS43465.1_ex2_6:43197071-43197094:-_5-4","DNPH1",576,633,722.166666666667,623.666666666667,775.333333333333,534.666666666667
"DNPH1_CCDS43465.1_ex2_6:43197102-43197125:-_5-5","DNPH1",734,695.888888888889,847.5,512,414.666666666667,652.666666666667
"DNTT_CCDS44465.1_ex1_10:98078120-98078143:-_5-1","DNTT",483,522.888888888889,668.666666666667,408.666666666667,442.833333333333,392
"DNTT_CCDS44465.1_ex1_10:98078218-98078241:-_5-2","DNTT",549,604.555555555556,672.333333333333,528.333333333333,513.833333333333,592.333333333333
"DNTT_CCDS44465.1_ex2_10:98079030-98079053:+_5-3","DNTT",482,644.888888888889,669.333333333333,486.333333333333,467.166666666667,566
"DNTT_CCDS44465.1_ex3_10:98080523-98080546:+_5-4","DNTT",130,82.8888888888889,128.833333333333,58,105.833333333333,69
"DNTT_CCDS44465.1_ex5_10:98084124-98084147:+_5-5","DNTT",308,273.777777777778,317.333333333333,215.333333333333,229.166666666667,353
"DNTTIP1_CCDS13369.1_ex0_20:44420732-44420755:+_5-1","DNTTIP1",608,785.222222222222,757.166666666667,511.666666666667,650.5,634.333333333333
"DNTTIP1_CCDS13369.1_ex1_20:44421326-44421349:+_5-2","DNTTIP1",405,296.111111111111,271,171,169.5,247.666666666667
"DNTTIP1_CCDS13369.1_ex3_20:44424054-44424077:+_5-3","DNTTIP1",621,650.555555555556,577.333333333333,456.666666666667,697.833333333333,618.333333333333
"DNTTIP1_CCDS13369.1_ex4_20:44429749-44429772:-_5-4","DNTTIP1",395,419.222222222222,391.666666666667,372,389.333333333333,346
"DNTTIP1_CCDS13369.1_ex5_20:44430030-44430053:+_5-5","DNTTIP1",564,525.888888888889,600.333333333333,461.666666666667,546.833333333333,460.333333333333
"DNTTIP2_CCDS44174.1_ex5_1:94342819-94342842:-_5-1","DNTTIP2",111,31.4444444444444,65.8333333333333,46.3333333333333,41.6666666666667,19
"DNTTIP2_CCDS44174.1_ex5_1:94343163-94343186:+_5-2","DNTTIP2",130,96.1111111111111,106.666666666667,113.333333333333,81.6666666666667,109.666666666667
"DNTTIP2_CCDS44174.1_ex5_1:94343208-94343231:+_5-3","DNTTIP2",505,353,399.833333333333,296,250.166666666667,355.666666666667
"DNTTIP2_CCDS44174.1_ex5_1:94343236-94343259:-_5-4","DNTTIP2",435,355,372,351.333333333333,228,222.333333333333
"DNTTIP2_CCDS44174.1_ex5_1:94343258-94343281:-_5-5","DNTTIP2",344,208.777777777778,251,187,223.333333333333,135.666666666667
"DOC2A_CCDS10666.1_ex5_16:30018601-30018624:+_5-1","DOC2A",576,481.222222222222,600.333333333333,493,608.166666666667,433
"DOC2A_CCDS10666.1_ex6_16:30020323-30020346:-_5-2","DOC2A",508,584.666666666667,762.666666666667,456,850.5,663.333333333333
"DOC2A_CCDS10666.1_ex6_16:30020368-30020391:-_5-3","DOC2A",655,780,840.166666666667,626.333333333333,645.833333333333,758.333333333333
"DOC2A_CCDS10666.1_ex8_16:30020837-30020860:-_5-4","DOC2A",418,440,587.666666666667,393,506.666666666667,588.666666666667
"DOC2A_CCDS10666.1_ex8_16:30020855-30020878:+_5-5","DOC2A",805,728.777777777778,870.833333333333,622.333333333333,897.333333333333,557
"DOCK10_CCDS46528.1_ex27_2:225684220-225684243:-_5-1","DOCK10",412,590.111111111111,624.666666666667,444.666666666667,302.5,526.333333333333
"DOCK10_CCDS46528.1_ex50_2:225750770-225750793:+_5-2","DOCK10",348,481.222222222222,571.166666666667,449,508.166666666667,534.666666666667
"DOCK10_CCDS46528.1_ex50_2:225750818-225750841:-_5-3","DOCK10",473,601.222222222222,658.666666666667,529.666666666667,419.333333333333,520.333333333333
"DOCK10_CCDS46528.1_ex50_2:225750869-225750892:+_5-4","DOCK10",23,46.5555555555556,41.6666666666667,30,50.5,10.3333333333333
"DOCK10_CCDS46528.1_ex53_2:225781465-225781488:+_5-5","DOCK10",274,285.555555555556,363.833333333333,250,254.5,248.666666666667
"DOCK11_CCDS35373.1_ex2_X:117676896-117676919:+_5-1","DOCK11",434,518.777777777778,499.166666666667,440.666666666667,586.833333333333,481.666666666667
"DOCK11_CCDS35373.1_ex25_X:117742249-117742272:-_5-3","DOCK11",494,533.444444444444,563.666666666667,376.333333333333,587.166666666667,375.333333333333
"DOCK11_CCDS35373.1_ex27_X:117744305-117744328:-_5-4","DOCK11",317,377.888888888889,463.833333333333,338.666666666667,332.666666666667,360.666666666667
"DOCK11_CCDS35373.1_ex28_X:117748650-117748673:+_5-5","DOCK11",317,373.555555555556,501.5,319,297.5,243.333333333333
"DOCK11_CCDS35373.1_ex6_X:117695374-117695397:-_5-2","DOCK11",283,288.555555555556,329.666666666667,223,215.166666666667,182.333333333333
"DOCK2_CCDS4371.1_ex1_5:169081455-169081478:+_5-1","DOCK2",593,652.555555555556,697,599,693.666666666667,448.666666666667
"DOCK2_CCDS4371.1_ex15_5:169138970-169138993:-_5-3","DOCK2",329,356,340,281.333333333333,340.333333333333,278
"DOCK2_CCDS4371.1_ex16_5:169139179-169139202:+_5-4","DOCK2",372,388.333333333333,515.166666666667,330.333333333333,325.5,379.333333333333
"DOCK2_CCDS4371.1_ex21_5:169145758-169145781:+_5-5","DOCK2",729,852.111111111111,932.833333333333,620.333333333333,578.5,559.333333333333
"DOCK2_CCDS4371.1_ex9_5:169122862-169122885:-_5-2","DOCK2",725,819.111111111111,896.5,762.666666666667,731.833333333333,712
"DOCK3_CCDS46835.1_ex11_3:51198026-51198049:+_5-1","DOCK3",410,402.444444444444,435.166666666667,343,557.333333333333,435.666666666667
"DOCK3_CCDS46835.1_ex18_3:51266976-51266999:-_5-2","DOCK3",674,695.222222222222,650.666666666667,552,545.666666666667,621.666666666667
"DOCK3_CCDS46835.1_ex21_3:51284158-51284181:+_5-3","DOCK3",510,611,623,420.666666666667,532.166666666667,447.666666666667
"DOCK3_CCDS46835.1_ex22_3:51297699-51297722:+_5-4","DOCK3",636,739.666666666667,758,588,497.666666666667,691.666666666667
"DOCK3_CCDS46835.1_ex25_3:51315111-51315134:-_5-5","DOCK3",523,466.333333333333,579.666666666667,294.333333333333,454.166666666667,356.333333333333
"DOCK4_CCDS47688.1_ex25_7:111462427-111462450:-_5-1","DOCK4",535,640.888888888889,624.833333333333,450.666666666667,561,506
"DOCK4_CCDS47688.1_ex25_7:111462463-111462486:-_5-2","DOCK4",342,311.555555555556,376.166666666667,291,210,246.333333333333
"DOCK4_CCDS47688.1_ex41_7:111580244-111580267:+_5-3","DOCK4",491,388.555555555556,396.333333333333,326.666666666667,586.5,315.666666666667
"DOCK4_CCDS47688.1_ex42_7:111584864-111584887:-_5-4","DOCK4",366,333.777777777778,413.666666666667,277.666666666667,296.666666666667,280.333333333333
"DOCK4_CCDS47688.1_ex43_7:111585786-111585809:+_5-5","DOCK4",260,229.888888888889,358.166666666667,245.666666666667,246.166666666667,218.333333333333
"DOCK5_CCDS6047.1_ex16_8:25181373-25181396:+_5-5","DOCK5",626,659.444444444444,664,570,568.666666666667,258
"DOCK5_CCDS6047.1_ex5_8:25149586-25149609:-_5-1","DOCK5",774,725.444444444444,856.5,623.666666666667,866.5,236
"DOCK5_CCDS6047.1_ex5_8:25149619-25149642:+_5-2","DOCK5",501,513.222222222222,611.666666666667,455.333333333333,648.5,218.333333333333
"DOCK5_CCDS6047.1_ex7_8:25156473-25156496:-_5-3","DOCK5",840,815.111111111111,892.666666666667,572.666666666667,501.666666666667,373.333333333333
"DOCK5_CCDS6047.1_ex9_8:25159890-25159913:+_5-4","DOCK5",639,666.666666666667,871.833333333333,517.666666666667,585,246
"DOCK6_CCDS45975.1_ex25_19:11339653-11339676:-_5-1","DOCK6",736,705.333333333333,776.833333333333,589.666666666667,913.666666666667,738
"DOCK6_CCDS45975.1_ex28_19:11347006-11347029:+_5-2","DOCK6",336,294.444444444444,313.5,205.333333333333,255.5,282.333333333333
"DOCK6_CCDS45975.1_ex31_19:11348430-11348453:+_5-3","DOCK6",493,506.222222222222,533.333333333333,401.666666666667,438.333333333333,407.333333333333
"DOCK6_CCDS45975.1_ex32_19:11348748-11348771:-_5-4","DOCK6",470,537.222222222222,575.833333333333,419,269.333333333333,439
"DOCK6_CCDS45975.1_ex42_19:11361599-11361622:+_5-5","DOCK6",520,387.111111111111,390.5,347.333333333333,283,280
"DOCK7_CCDS30734.1_ex43_1:63113768-63113791:+_5-1","DOCK7",325,435.222222222222,448,345.333333333333,322,332
"DOCK7_CCDS30734.1_ex43_1:63113944-63113967:-_5-2","DOCK7",264,241.333333333333,313.333333333333,219.666666666667,227.666666666667,260.333333333333
"DOCK7_CCDS30734.1_ex44_1:63114194-63114217:-_5-3","DOCK7",139,132,162,125,86,80.6666666666667
"DOCK7_CCDS30734.1_ex46_1:63119783-63119806:+_5-4","DOCK7",343,383.666666666667,450.833333333333,292.666666666667,305.333333333333,325.333333333333
"DOCK7_CCDS30734.1_ex46_1:63119804-63119827:+_5-5","DOCK7",464,562.888888888889,622.833333333333,473.333333333333,574.333333333333,471.333333333333
"DOCK8_CCDS55283.1_ex12_9:368118-368141:+_5-2","DOCK8",590,526.444444444444,590.166666666667,430.333333333333,639.833333333333,359.333333333333
"DOCK8_CCDS55283.1_ex18_9:379779-379802:-_5-3","DOCK8",450,574.555555555556,570.166666666667,503.333333333333,629.833333333333,503.333333333333
"DOCK8_CCDS55283.1_ex19_9:382535-382558:+_5-4","DOCK8",574,774.333333333333,849.666666666667,586.666666666667,892.333333333333,640.333333333333
