"sgRNA","gene","plasmid","HT29_c905","HT29_c906","HT29_c907","HT29_c908","SW626_c905"
"PELI3_CCDS31615.1_ex3_11:66239883-66239906:+_5-5","PELI3",577,610.111111111111,706,552,545.166666666667,495.333333333333
"PELO_CCDS3956.1_ex0_5:52096404-52096427:-_5-1","PELO",650,384,455.833333333333,348.666666666667,512.666666666667,356.666666666667
"PELO_CCDS3956.1_ex0_5:52096572-52096595:+_5-2","PELO",581,396.555555555556,505.666666666667,311.333333333333,456.166666666667,319
"PELO_CCDS3956.1_ex0_5:52096692-52096715:+_5-3","PELO",636,472.333333333333,472.833333333333,436.333333333333,376.5,381.666666666667
"PELO_CCDS3956.1_ex0_5:52096773-52096796:+_5-4","PELO",397,302.111111111111,404.666666666667,301.333333333333,241.666666666667,233.666666666667
"PELO_CCDS3956.1_ex0_5:52096908-52096931:+_5-5","PELO",428,465.555555555556,551.5,305,497.666666666667,249
"PELP1_CCDS58503.2_ex4_17:4577947-4577970:-_5-1","PELP1",567,247.555555555556,290.5,261.333333333333,401.5,406
"PELP1_CCDS58503.2_ex5_17:4578172-4578195:+_5-2","PELP1",542,310.666666666667,387,238.333333333333,308.333333333333,338.666666666667
"PELP1_CCDS58503.2_ex5_17:4578211-4578234:-_5-3","PELP1",267,54,79.3333333333333,25.6666666666667,54.5,126
"PELP1_CCDS58503.2_ex5_17:4578234-4578257:-_5-4","PELP1",634,138.666666666667,180.666666666667,104.333333333333,315.333333333333,270.666666666667
"PELP1_CCDS58503.2_ex9_17:4579361-4579384:+_5-5","PELP1",496,540.111111111111,650.166666666667,605.333333333333,334.333333333333,506.333333333333
"PEMT_CCDS11186.1_ex2_17:17412835-17412858:-_5-1","PEMT",281,304.555555555556,383.5,228,190,278.333333333333
"PEMT_CCDS11186.1_ex3_17:17415843-17415866:-_5-2","PEMT",382,441.888888888889,554.666666666667,404.333333333333,476,277.666666666667
"PEMT_CCDS11186.1_ex4_17:17425592-17425615:-_5-3","PEMT",626,672.111111111111,599.666666666667,554,756.5,503.666666666667
"PEMT_CCDS11186.1_ex4_17:17425696-17425719:-_5-4","PEMT",659,686.666666666667,606.166666666667,468.666666666667,652.166666666667,559.333333333333
"PEMT_CCDS11186.1_ex5_17:17480232-17480255:-_5-5","PEMT",479,534.666666666667,645,476,518.5,385.666666666667
"PENK_CCDS6168.1_ex0_8:57354273-57354296:-_5-1","PENK",244,306.222222222222,342.666666666667,268.666666666667,237,327.333333333333
"PENK_CCDS6168.1_ex0_8:57354316-57354339:-_5-2","PENK",307,406.111111111111,382.333333333333,326,196.166666666667,326.333333333333
"PENK_CCDS6168.1_ex0_8:57354337-57354360:-_5-3","PENK",419,525.333333333333,642.5,380,395.833333333333,527.666666666667
"PENK_CCDS6168.1_ex0_8:57354370-57354393:+_5-4","PENK",592,564.444444444444,595,441.666666666667,268.166666666667,583.333333333333
"PENK_CCDS6168.1_ex0_8:57354477-57354500:+_5-5","PENK",572,769.222222222222,854.166666666667,465,582.666666666667,678.666666666667
"PEPD_CCDS42544.1_ex10_19:33984209-33984232:+_5-5","PEPD",658,568.333333333333,590.333333333333,526.333333333333,618.166666666667,422.333333333333
"PEPD_CCDS42544.1_ex4_19:33902585-33902608:-_5-1","PEPD",348,358.444444444444,407.333333333333,278.666666666667,334.833333333333,273.333333333333
"PEPD_CCDS42544.1_ex5_19:33904519-33904542:-_5-2","PEPD",523,588.333333333333,645.833333333333,595,503.666666666667,651
"PEPD_CCDS42544.1_ex9_19:33980900-33980923:+_5-3","PEPD",402,400.555555555556,367,306.666666666667,378,394.666666666667
"PEPD_CCDS42544.1_ex9_19:33980944-33980967:+_5-4","PEPD",452,481.222222222222,493.166666666667,458.666666666667,796.666666666667,596.333333333333
"PER1_CCDS11131.1_ex12_17:8050999-8051022:+_5-1","PER1",570,638.111111111111,761.5,433,578.833333333333,510.666666666667
"PER1_CCDS11131.1_ex14_17:8051551-8051574:-_5-2","PER1",347,393.888888888889,454.166666666667,315,276.333333333333,306.333333333333
"PER1_CCDS11131.1_ex15_17:8051960-8051983:-_5-3","PER1",459,580.111111111111,606.333333333333,503.666666666667,497.166666666667,573.333333333333
"PER1_CCDS11131.1_ex15_17:8052031-8052054:+_5-4","PER1",359,366.666666666667,532.333333333333,280,321.5,325.333333333333
"PER1_CCDS11131.1_ex17_17:8052932-8052955:+_5-5","PER1",767,853.111111111111,996.833333333333,754,977,675.666666666667
"PER2_CCDS2528.1_ex12_2:239170907-239170930:-_5-2","PER2",452,356.444444444444,423.166666666667,233,354.666666666667,297.666666666667
"PER2_CCDS2528.1_ex12_2:239170927-239170950:+_5-3","PER2",534,519.222222222222,538.666666666667,348.666666666667,374.666666666667,358.666666666667
"PER2_CCDS2528.1_ex15_2:239176780-239176803:+_5-4","PER2",625,577.888888888889,643.5,491,673.333333333333,457.333333333333
"PER2_CCDS2528.1_ex19_2:239184402-239184425:-_5-5","PER2",589,595.777777777778,694.5,533,799.333333333333,387
"PER2_CCDS2528.1_ex7_2:239166965-239166988:-_5-1","PER2",532,501.888888888889,601.666666666667,513,575.833333333333,513.666666666667
"PER3_CCDS89.1_ex1_1:7845570-7845593:-_5-1","PER3",549,494,473,254,281.666666666667,438
"PER3_CCDS89.1_ex11_1:7870602-7870625:+_5-5","PER3",553,628.444444444444,759.666666666667,607.333333333333,616.333333333333,437.333333333333
"PER3_CCDS89.1_ex5_1:7858619-7858642:-_5-2","PER3",563,693.777777777778,773.333333333333,536.333333333333,497.5,584.333333333333
"PER3_CCDS89.1_ex7_1:7863139-7863162:-_5-3","PER3",221,175.666666666667,211.5,153,243.666666666667,175
"PER3_CCDS89.1_ex8_1:7863809-7863832:+_5-4","PER3",163,163.444444444444,137.833333333333,136,119.833333333333,80.6666666666667
"PERP_CCDS5188.1_ex0_6:138413364-138413387:+_5-1","PERP",140,130.777777777778,182.333333333333,161.666666666667,93.5,161.333333333333
"PERP_CCDS5188.1_ex1_6:138417539-138417562:+_5-2","PERP",581,609.333333333333,642.5,584.333333333333,492,472
"PERP_CCDS5188.1_ex1_6:138417562-138417585:+_5-3","PERP",262,265.666666666667,316.333333333333,213.333333333333,245.333333333333,281.333333333333
"PERP_CCDS5188.1_ex2_6:138428254-138428277:+_5-4","PERP",433,575.777777777778,622.333333333333,500.666666666667,799.5,466.333333333333
"PERP_CCDS5188.1_ex2_6:138428314-138428337:-_5-5","PERP",281,197.333333333333,194.833333333333,107,104.833333333333,189.333333333333
"PES1_CCDS13880.1_ex10_22:30980608-30980631:+_5-3","PES1",872,111.111111111111,131.166666666667,79,162.5,183.666666666667
"PES1_CCDS13880.1_ex10_22:30980676-30980699:+_5-4","PES1",597,159,189.166666666667,132.333333333333,260.5,336
"PES1_CCDS13880.1_ex11_22:30983357-30983380:-_5-5","PES1",377,22,25.8333333333333,7.66666666666667,29,37
"PES1_CCDS13880.1_ex7_22:30977329-30977352:+_5-1","PES1",764,335.666666666667,392.833333333333,235.333333333333,263.333333333333,440.333333333333
"PES1_CCDS13880.1_ex8_22:30977607-30977630:-_5-2","PES1",481,146.555555555556,173.666666666667,128.333333333333,236.166666666667,227
"PET100_CCDS54208.1_ex1_19:7695510-7695533:-_5-1","PET100",328,347.555555555556,402.833333333333,265,492.166666666667,346
"PET100_CCDS54208.1_ex1_19:7695526-7695549:+_5-2","PET100",347,315,349.833333333333,285,293.166666666667,294.333333333333
"PET100_CCDS54208.1_ex2_19:7695697-7695720:+_5-3","PET100",493,384.444444444444,443.5,360,463.333333333333,401.666666666667
"PET100_CCDS54208.1_ex2_19:7695720-7695743:-_5-4","PET100",244,250.111111111111,347.833333333333,210.666666666667,233.833333333333,248.666666666667
"PET100_CCDS54208.1_ex3_19:7696351-7696374:+_5-5","PET100",261,291.222222222222,298.666666666667,244.666666666667,325.166666666667,222.333333333333
"PET112_CCDS3776.1_ex10_4:152640678-152640701:-_5-5","PET112",265,130.555555555556,229.5,130.666666666667,178,108
"PET112_CCDS3776.1_ex7_4:152629184-152629207:-_5-1","PET112",384,230.444444444444,279,195.666666666667,189.5,168.666666666667
"PET112_CCDS3776.1_ex7_4:152629207-152629230:-_5-2","PET112",389,211,275,115.333333333333,192.5,157.333333333333
"PET112_CCDS3776.1_ex9_4:152638030-152638053:-_5-3","PET112",296,243.111111111111,345,202.333333333333,188.166666666667,146.666666666667
"PET112_CCDS3776.1_ex9_4:152638058-152638081:-_5-4","PET112",619,620.666666666667,647.833333333333,429.333333333333,782.666666666667,403
"PET117_CCDS54450.1_ex0_20:18118673-18118696:+_4-1","PET117",735,605.222222222222,736.833333333333,506,933.166666666667,505
"PET117_CCDS54450.1_ex0_20:18118688-18118711:-_4-2","PET117",738,789.888888888889,986.333333333333,552.333333333333,1359.83333333333,617
"PET117_CCDS54450.1_ex1_20:18122864-18122887:+_4-3","PET117",259,179,261,182.666666666667,172.166666666667,217
"PET117_CCDS54450.1_ex1_20:18122898-18122921:+_4-4","PET117",81,163.333333333333,95.3333333333333,104,69.6666666666667,118.333333333333
"PEX1_CCDS5627.1_ex14_7:92136314-92136337:-_5-1","PEX1",220,235.555555555556,308.666666666667,227,179.333333333333,248
"PEX1_CCDS5627.1_ex18_7:92143215-92143238:+_5-2","PEX1",297,314.111111111111,326.666666666667,337,252.833333333333,250.666666666667
"PEX1_CCDS5627.1_ex19_7:92146926-92146949:+_5-3","PEX1",80,52,88.3333333333333,63.3333333333333,52.6666666666667,90
"PEX1_CCDS5627.1_ex19_7:92147281-92147304:+_5-4","PEX1",367,315.666666666667,496,303.666666666667,300,294.333333333333
"PEX1_CCDS5627.1_ex19_7:92147315-92147338:+_5-5","PEX1",278,306.666666666667,403.5,236.666666666667,237.5,247
"PEX10_CCDS41.1_ex2_1:2338280-2338303:-_5-1","PEX10",402,383.666666666667,420.166666666667,309.666666666667,465,388
"PEX10_CCDS41.1_ex3_1:2340105-2340128:-_5-2","PEX10",504,424.555555555556,389.833333333333,483,425,330.666666666667
"PEX10_CCDS41.1_ex3_1:2340237-2340260:+_5-3","PEX10",549,631.333333333333,665.333333333333,448,726.5,526.666666666667
"PEX10_CCDS41.1_ex3_1:2340281-2340304:-_5-4","PEX10",554,553.222222222222,601.833333333333,507.666666666667,767.5,520
"PEX10_CCDS41.1_ex4_1:2341808-2341831:-_5-5","PEX10",607,560.888888888889,618.333333333333,490.333333333333,715,469.333333333333
"PEX11A_CCDS10354.1_ex0_15:90226927-90226950:+_5-1","PEX11A",286,328.111111111111,385.333333333333,304,324.333333333333,254
"PEX11A_CCDS10354.1_ex0_15:90226954-90226977:+_5-2","PEX11A",105,169.444444444444,183.333333333333,111.666666666667,83.5,199.333333333333
"PEX11A_CCDS10354.1_ex0_15:90227013-90227036:-_5-3","PEX11A",519,496.222222222222,612.333333333333,444.666666666667,658.5,557.666666666667
"PEX11A_CCDS10354.1_ex0_15:90227063-90227086:+_5-4","PEX11A",477,590.222222222222,625.666666666667,401,587,483.666666666667
"PEX11A_CCDS10354.1_ex1_15:90229662-90229685:+_5-5","PEX11A",475,447.888888888889,559.5,416,567.5,438
"PEX11B_CCDS53356.1_ex2_1:145518192-145518215:+_5-1","PEX11B",603,548.777777777778,669.333333333333,455,372.666666666667,512.333333333333
"PEX11B_CCDS53356.1_ex2_1:145518231-145518254:-_5-2","PEX11B",607,618.555555555556,783,555.666666666667,681.5,492
"PEX11B_CCDS53356.1_ex2_1:145518257-145518280:-_5-3","PEX11B",395,341.777777777778,436.5,298.666666666667,244,262.666666666667
"PEX11B_CCDS53356.1_ex3_1:145522555-145522578:+_5-4","PEX11B",195,156.666666666667,176.666666666667,117.333333333333,136.166666666667,79
"PEX11B_CCDS53356.1_ex3_1:145522600-145522623:-_5-5","PEX11B",423,481.777777777778,554.166666666667,400,456.666666666667,412.333333333333
"PEX11G_CCDS12178.1_ex2_19:7546970-7546993:+_5-1","PEX11G",326,435.333333333333,478,437.666666666667,501.666666666667,324.333333333333
"PEX11G_CCDS12178.1_ex2_19:7547018-7547041:-_5-2","PEX11G",466,566.111111111111,636.666666666667,415.333333333333,662.5,432.666666666667
"PEX11G_CCDS12178.1_ex2_19:7547046-7547069:+_5-3","PEX11G",401,459.444444444444,455.333333333333,335,505.666666666667,377.666666666667
"PEX11G_CCDS12178.1_ex3_19:7550746-7550769:+_5-4","PEX11G",319,383.555555555556,436.5,257,295.333333333333,278.333333333333
"PEX11G_CCDS12178.1_ex3_19:7550846-7550869:-_5-5","PEX11G",643,497.777777777778,626.166666666667,427.333333333333,510.833333333333,447.666666666667
"PEX12_CCDS11296.1_ex1_17:33904265-33904288:+_5-1","PEX12",330,361.777777777778,440.166666666667,296.333333333333,288.5,369
"PEX12_CCDS11296.1_ex1_17:33904315-33904338:-_5-2","PEX12",315,203.555555555556,205.166666666667,220.333333333333,156.333333333333,169.666666666667
"PEX12_CCDS11296.1_ex1_17:33904416-33904439:-_5-3","PEX12",566,567.444444444444,692.166666666667,415.666666666667,429.5,482
"PEX12_CCDS11296.1_ex1_17:33904562-33904585:-_5-4","PEX12",597,475,423.833333333333,300,358.5,490.666666666667
"PEX12_CCDS11296.1_ex2_17:33904913-33904936:-_5-5","PEX12",644,717.111111111111,754.333333333333,544.666666666667,664.666666666667,645.666666666667
"PEX13_CCDS1866.1_ex1_2:61258748-61258771:+_5-1","PEX13",293,253.777777777778,299.5,193,158.5,83.3333333333333
"PEX13_CCDS1866.1_ex1_2:61258781-61258804:-_5-2","PEX13",256,343,503.666666666667,306.333333333333,281.333333333333,188
"PEX13_CCDS1866.1_ex1_2:61258800-61258823:-_5-3","PEX13",330,409.777777777778,463.5,292,162.333333333333,406.666666666667
"PEX13_CCDS1866.1_ex1_2:61258880-61258903:+_5-4","PEX13",413,547.444444444444,546.666666666667,376.666666666667,497,381
"PEX13_CCDS1866.1_ex1_2:61259020-61259043:+_5-5","PEX13",19,15.2222222222222,21.8333333333333,17.6666666666667,13.1666666666667,19
"PEX14_CCDS30582.1_ex2_1:10596273-10596296:-_5-1","PEX14",372,520.666666666667,561.5,407.666666666667,249.5,405.666666666667
"PEX14_CCDS30582.1_ex4_1:10678401-10678424:-_5-2","PEX14",496,486.111111111111,707.833333333333,434,545,354.666666666667
"PEX14_CCDS30582.1_ex7_1:10687333-10687356:+_5-3","PEX14",402,627.333333333333,666.833333333333,569.666666666667,539.333333333333,396.666666666667
"PEX14_CCDS30582.1_ex7_1:10687383-10687406:+_5-4","PEX14",114,175.777777777778,156.666666666667,130.666666666667,75,143.666666666667
"PEX14_CCDS30582.1_ex8_1:10689625-10689648:-_5-5","PEX14",473,438.444444444444,432.166666666667,360,246,358.666666666667
"PEX16_CCDS31472.1_ex5_11:45936172-45936195:-_5-1","PEX16",470,628.888888888889,779,514.333333333333,410.333333333333,374.333333333333
"PEX16_CCDS31472.1_ex6_11:45937041-45937064:+_5-2","PEX16",325,454.777777777778,434,419.666666666667,443,316.666666666667
"PEX16_CCDS31472.1_ex6_11:45937101-45937124:+_5-3","PEX16",651,713.222222222222,810.666666666667,578.333333333333,730.166666666667,395.666666666667
"PEX16_CCDS31472.1_ex8_11:45937813-45937836:-_5-4","PEX16",469,486.333333333333,594.666666666667,422,517.333333333333,372.333333333333
"PEX16_CCDS31472.1_ex9_11:45939026-45939049:+_5-5","PEX16",682,629.555555555556,736.5,390.333333333333,745.5,487
"PEX19_CCDS1201.1_ex3_1:160251842-160251865:-_5-1","PEX19",560,567.222222222222,720.5,481.666666666667,689.833333333333,449
"PEX19_CCDS1201.1_ex4_1:160252234-160252257:-_5-2","PEX19",107,184.333333333333,149.666666666667,146.666666666667,148.166666666667,107
"PEX19_CCDS1201.1_ex4_1:160252247-160252270:-_5-3","PEX19",353,435.888888888889,487.333333333333,298,261.666666666667,344.666666666667
"PEX19_CCDS1201.1_ex5_1:160252841-160252864:-_5-4","PEX19",323,321,283.166666666667,257.333333333333,222.333333333333,202
"PEX19_CCDS1201.1_ex6_1:160253346-160253369:+_5-5","PEX19",488,546.777777777778,585.166666666667,381.333333333333,485.333333333333,397.333333333333
"PEX2_CCDS6221.1_ex0_8:77896072-77896095:-_5-1","PEX2",444,443.777777777778,522,280.333333333333,285.833333333333,390
"PEX2_CCDS6221.1_ex0_8:77896232-77896255:+_5-2","PEX2",304,305.444444444444,356.666666666667,287.666666666667,336.166666666667,268.666666666667
"PEX2_CCDS6221.1_ex0_8:77896256-77896279:+_5-3","PEX2",542,495.222222222222,584,471.333333333333,522.166666666667,420.666666666667
"PEX2_CCDS6221.1_ex0_8:77896274-77896297:-_5-4","PEX2",126,158.666666666667,142.666666666667,110.333333333333,91.3333333333333,156.666666666667
"PEX2_CCDS6221.1_ex0_8:77896288-77896311:+_5-5","PEX2",122,132.222222222222,185.166666666667,119.333333333333,102.5,154.333333333333
"PEX26_CCDS13750.1_ex1_22:18562660-18562683:-_5-1","PEX26",312,399.111111111111,420.5,296,412.666666666667,392
"PEX26_CCDS13750.1_ex1_22:18562683-18562706:-_5-2","PEX26",518,534.777777777778,715,533,535.166666666667,489
"PEX26_CCDS13750.1_ex2_22:18566212-18566235:+_5-3","PEX26",301,450.555555555556,516,397.666666666667,317.666666666667,501.333333333333
"PEX26_CCDS13750.1_ex2_22:18566286-18566309:-_5-4","PEX26",331,389,434.333333333333,290.333333333333,280.166666666667,292.333333333333
"PEX26_CCDS13750.1_ex2_22:18566338-18566361:-_5-5","PEX26",528,709.666666666667,789,636.666666666667,744.333333333333,555.333333333333
"PEX3_CCDS5199.1_ex1_6:143780331-143780354:+_5-1","PEX3",427,398.444444444444,510.5,358.666666666667,398.333333333333,237.666666666667
"PEX3_CCDS5199.1_ex2_6:143784058-143784081:-_5-2","PEX3",702,656.777777777778,738.333333333333,659.333333333333,802,566.666666666667
"PEX3_CCDS5199.1_ex2_6:143784112-143784135:+_5-3","PEX3",292,358,443.333333333333,275.333333333333,288.5,230
"PEX3_CCDS5199.1_ex3_6:143789260-143789283:+_5-4","PEX3",85,114.444444444444,161.5,89,68.8333333333333,113
"PEX3_CCDS5199.1_ex6_6:143792731-143792754:+_5-5","PEX3",184,201.777777777778,290,163.333333333333,224.666666666667,177
"PEX5_CCDS44822.1_ex1_12:7343492-7343515:-_5-1","PEX5",341,328.666666666667,475.666666666667,347.666666666667,253.666666666667,252.666666666667
"PEX5_CCDS44822.1_ex3_12:7344225-7344248:+_5-2","PEX5",299,341.555555555556,395.833333333333,356.333333333333,296,237.333333333333
"PEX5_CCDS44822.1_ex4_12:7351696-7351719:-_5-3","PEX5",542,599.555555555556,578.5,551.333333333333,632.5,415.666666666667
"PEX5_CCDS44822.1_ex7_12:7355220-7355243:-_5-4","PEX5",477,525.111111111111,533.333333333333,374,449.166666666667,405.666666666667
"PEX5_CCDS44822.1_ex7_12:7355259-7355282:-_5-5","PEX5",136,189.222222222222,183.833333333333,232.666666666667,123.833333333333,169.666666666667
"PEX5L_CCDS3236.1_ex4_3:179529625-179529648:+_5-1","PEX5L",399,452.555555555556,480,417,394.833333333333,440
"PEX5L_CCDS3236.1_ex4_3:179529653-179529676:-_5-2","PEX5L",473,466.555555555556,600.833333333333,443.333333333333,394,333.333333333333
"PEX5L_CCDS3236.1_ex5_3:179533711-179533734:-_5-3","PEX5L",226,283.888888888889,305,274,210.666666666667,221
"PEX5L_CCDS3236.1_ex6_3:179537701-179537724:-_5-4","PEX5L",419,429.333333333333,532.5,348,392,434.333333333333
"PEX5L_CCDS3236.1_ex7_3:179576918-179576941:-_5-5","PEX5L",478,541.111111111111,557.666666666667,471.333333333333,511.5,510.333333333333
"PEX6_CCDS4877.1_ex11_6:42936681-42936704:-_5-1","PEX6",308,389.555555555556,339.166666666667,380,472.666666666667,314.666666666667
"PEX6_CCDS4877.1_ex13_6:42937643-42937666:+_5-2","PEX6",598,492.777777777778,503.166666666667,404,560.5,302
"PEX6_CCDS4877.1_ex16_6:42946073-42946096:+_5-3","PEX6",827,969.777777777778,1097.66666666667,759.333333333333,1018.5,625.333333333333
"PEX6_CCDS4877.1_ex16_6:42946447-42946470:-_5-4","PEX6",559,472.111111111111,415.333333333333,310.333333333333,281.333333333333,299.333333333333
"PEX6_CCDS4877.1_ex16_6:42946655-42946678:+_5-5","PEX6",584,630.777777777778,766.666666666667,544,471.833333333333,477.333333333333
"PEX7_CCDS5180.1_ex0_6:137143906-137143929:-_5-1","PEX7",892,894.555555555556,940.666666666667,759.333333333333,966.666666666667,682
"PEX7_CCDS5180.1_ex1_6:137146369-137146392:+_5-2","PEX7",317,356.555555555556,458.833333333333,299,272,358
"PEX7_CCDS5180.1_ex2_6:137147521-137147544:-_5-3","PEX7",339,448.444444444444,442.5,340.333333333333,593.333333333333,292.666666666667
"PEX7_CCDS5180.1_ex2_6:137147582-137147605:+_5-4","PEX7",243,187.111111111111,275.5,173,96.8333333333333,135
"PEX7_CCDS5180.1_ex5_6:137187764-137187787:+_5-5","PEX7",211,288,264.166666666667,268.333333333333,183.666666666667,254.666666666667
"PF4_CCDS3562.1_ex1_4:74847185-74847208:+_5-2","PF4",484,475.333333333333,467.833333333333,428.333333333333,496.666666666667,309.333333333333
"PF4_CCDS3562.1_ex1_4:74847239-74847262:-_5-4","PF4",289,313.666666666667,391.166666666667,231.666666666667,233.333333333333,263
"PF4V1_CCDS3561.1_ex0_4:74719157-74719180:+_5-1","PF4V1",474,440.222222222222,575,471.666666666667,375.666666666667,334.333333333333
"PF4V1_CCDS3561.1_ex1_4:74719533-74719556:+_5-3","PF4V1",1,0,0,0,0,0
"PF4V1_CCDS3561.1_ex1_4:74719578-74719601:-_5-5","PF4V1",411,427,491.333333333333,382.333333333333,603.666666666667,340.666666666667
"PFAS_CCDS11136.1_ex14_17:8167527-8167550:+_5-5","PFAS",518,310.888888888889,420.333333333333,193.333333333333,404.333333333333,369
"PFAS_CCDS11136.1_ex2_17:8158378-8158401:+_5-1","PFAS",681,382,429.166666666667,326.333333333333,708.333333333333,432
"PFAS_CCDS11136.1_ex3_17:8158927-8158950:+_5-2","PFAS",451,225.222222222222,298.833333333333,190.666666666667,197.166666666667,387
"PFAS_CCDS11136.1_ex4_17:8159211-8159234:+_5-3","PFAS",581,297.888888888889,368.166666666667,227.666666666667,454.666666666667,390.333333333333
"PFAS_CCDS11136.1_ex9_17:8161425-8161448:-_5-4","PFAS",698,588.555555555556,623.166666666667,459,613.333333333333,581
"PFDN1_CCDS4222.1_ex1_5:139661081-139661104:+_4-1","PFDN1",392,280.222222222222,227.833333333333,178.666666666667,234.5,152.333333333333
"PFDN1_CCDS4222.1_ex1_5:139661098-139661121:-_4-2","PFDN1",269,259.888888888889,227.833333333333,154.333333333333,101.666666666667,228.333333333333
"PFDN1_CCDS4222.1_ex2_5:139680012-139680035:-_4-3","PFDN1",65,56,57.8333333333333,7.66666666666667,39.5,23.3333333333333
"PFDN1_CCDS4222.1_ex2_5:139680037-139680060:-_4-4","PFDN1",169,140,156.833333333333,70.3333333333333,95.1666666666667,124.333333333333
"PFDN2_CCDS1217.1_ex1_1:161071842-161071865:-_5-1","PFDN2",252,309,295,196,229.166666666667,236
"PFDN2_CCDS1217.1_ex1_1:161071890-161071913:+_5-2","PFDN2",461,53.2222222222222,40.3333333333333,19,84.6666666666667,24
"PFDN2_CCDS1217.1_ex1_1:161071905-161071928:-_5-3","PFDN2",355,23.7777777777778,44.8333333333333,33,65,75
"PFDN2_CCDS1217.1_ex1_1:161071943-161071966:+_5-4","PFDN2",293,30.7777777777778,63.1666666666667,20.3333333333333,60.3333333333333,61
"PFDN2_CCDS1217.1_ex2_1:161072134-161072157:-_5-5","PFDN2",482,321,363.833333333333,183,133.666666666667,273
"PFDN4_CCDS13445.1_ex1_20:52830954-52830977:+_5-1","PFDN4",305,328.666666666667,293.833333333333,247.333333333333,255,184.666666666667
"PFDN4_CCDS13445.1_ex1_20:52830975-52830998:+_5-2","PFDN4",8,15.2222222222222,17.5,9,12,15
"PFDN4_CCDS13445.1_ex2_20:52831898-52831921:+_5-3","PFDN4",12,14.6666666666667,34.3333333333333,4.66666666666667,7.83333333333333,18.3333333333333
"PFDN4_CCDS13445.1_ex2_20:52831936-52831959:-_5-4","PFDN4",214,183.444444444444,245.666666666667,126.333333333333,134.5,178.666666666667
"PFDN4_CCDS13445.1_ex2_20:52831957-52831980:+_5-5","PFDN4",195,245.333333333333,221.833333333333,159,133.666666666667,142
"PFDN5_CCDS8853.1_ex1_12:53689660-53689683:+_8-1","PFDN5",317,166.333333333333,176.166666666667,134,150.166666666667,151
"PFDN5_CCDS8853.1_ex1_12:53689702-53689725:+_8-2","PFDN5",416,338.222222222222,318.333333333333,226,301.166666666667,267
"PFDN5_CCDS8853.1_ex2_12:53690043-53690066:-_8-3","PFDN5",445,176.777777777778,144.5,109.333333333333,145.666666666667,143.666666666667
"PFDN5_CCDS8853.1_ex3_12:53691641-53691664:-_8-4","PFDN5",494,263.111111111111,288,195.333333333333,310.666666666667,211
"PFDN5_CCDS8853.1_ex3_12:53691662-53691685:+_8-5","PFDN5",497,288.888888888889,312,191,435.833333333333,210.333333333333
"PFDN5_CCDS8853.1_ex3_12:53691686-53691709:+_8-6","PFDN5",304,191.555555555556,182.166666666667,113.333333333333,131.5,186.666666666667
"PFDN5_CCDS8853.1_ex4_12:53691815-53691838:+_8-7","PFDN5",412,322.666666666667,293.833333333333,275.333333333333,232.333333333333,328
"PFDN5_CCDS8853.1_ex4_12:53691841-53691864:-_8-8","PFDN5",238,180.333333333333,186.833333333333,116,174.833333333333,149
"PFDN6_CCDS4773.1_ex1_6:33257953-33257976:+_5-1","PFDN6",258,75.8888888888889,117.166666666667,79.3333333333333,27,108.333333333333
"PFDN6_CCDS4773.1_ex1_6:33258005-33258028:+_5-2","PFDN6",108,13.5555555555556,14.5,19.3333333333333,24.5,51
"PFDN6_CCDS4773.1_ex2_6:33258110-33258133:+_5-3","PFDN6",468,104.555555555556,87.5,35.6666666666667,102.666666666667,86.3333333333333
"PFDN6_CCDS4773.1_ex2_6:33258124-33258147:-_5-4","PFDN6",177,24.4444444444444,31.6666666666667,2,22.5,35
"PFDN6_CCDS4773.1_ex2_6:33258146-33258169:+_5-5","PFDN6",263,32.5555555555556,47.5,24.3333333333333,51.1666666666667,57.6666666666667
"PFKFB1_CCDS14364.1_ex10_X:54986312-54986335:-_5-5","PFKFB1",426,463.666666666667,486,367,446.5,428
"PFKFB1_CCDS14364.1_ex6_X:54978498-54978521:-_5-1","PFKFB1",517,476.444444444444,613.666666666667,415.333333333333,642.333333333333,547.333333333333
"PFKFB1_CCDS14364.1_ex7_X:54982589-54982612:-_5-2","PFKFB1",511,660.888888888889,735.5,561,776.333333333333,591.333333333333
"PFKFB1_CCDS14364.1_ex7_X:54982664-54982687:-_5-3","PFKFB1",272,228.555555555556,244.166666666667,184.666666666667,102.833333333333,208.666666666667
"PFKFB1_CCDS14364.1_ex8_X:54984760-54984783:-_5-4","PFKFB1",400,524.444444444444,574.833333333333,410,423.166666666667,631.333333333333
"PFKFB2_CCDS31003.1_ex1_1:207235321-207235344:-_5-1","PFKFB2",312,362.888888888889,453.5,311.333333333333,373.166666666667,262
"PFKFB2_CCDS31003.1_ex1_1:207235366-207235389:-_5-2","PFKFB2",525,499.111111111111,552.333333333333,376,446.833333333333,396.333333333333
"PFKFB2_CCDS31003.1_ex4_1:207236695-207236718:+_5-3","PFKFB2",320,390.555555555556,510.666666666667,373,375.333333333333,323
"PFKFB2_CCDS31003.1_ex5_1:207237113-207237136:-_5-4","PFKFB2",129,161.222222222222,142.5,142.333333333333,95.3333333333333,99.6666666666667
"PFKFB2_CCDS31003.1_ex7_1:207240876-207240899:-_5-5","PFKFB2",370,342,459.166666666667,277.666666666667,244.666666666667,360.333333333333
